ann_id,claim_text,cited_paper_title,cited_paper_doi,cited_paper_first_author_year,cited_paper_passage,annotator_label,annotator_confidence,annotator_note,annotator_name,annotated_on,label,justification
annr-11,"Similarly, Owston et al. (2019) recommended that a successful BL delivery comprises of 80% high quality online learning integrated with 20% classroom teaching that is linked to online content.",Blended learning in large enrolment courses: Student perceptions across four different instructional models,10.14742/ajet.4310,"Owston et al., 2019",Owston et al.,unsupported,high,"The paper makes no 80/20 recommendation; its most preferred model ""OLCT had an equivalent of two-thirds of the course online, one third face-to-face"", and its recommendations are only that ""future research be conducted to examine student achievement in blended courses where lectures are online"".",annotator3_C,2026-09-07,unsupported,"The paper makes no 80/20 recommendation; its most preferred model ""OLCT had an equivalent of two-thirds of the course online, one third face-to-face"", and its recommendations are only that ""future research be conducted to examine student achievement in blended courses where lectures are online""."
annr-12,"In one paper, the study focused on the use of the LMS, Sakai, with student engagement in online resources and found a positive correlation between online access to resources and academic achievement (Crampton et al., 2012).",Cross-discipline investigation of the relationship between academic performance and online resource access by distance education students,10.3402/rlt.v20i0.14430,"Crampton et al., 2012","In regards to microbiology, Johnson (2008) found a significant correlation between academic performance and use of online resources (again quizzes), attributing that time-on-task may be a key component of the association.",verified,high,"The abstract states that ""Analysis of the web access data from the learning management system (Sakai) demonstrated that students who accessed the most resources in terms of diversity and percentage of available resources achieved higher grades"".",annotator3_C,2026-09-07,verified,"The abstract states that ""Analysis of the web access data from the learning management system (Sakai) demonstrated that students who accessed the most resources in terms of diversity and percentage of available resources achieved higher grades""."
annr-13,"The researchers concluded that while interest in mobile learning was high, actual deployment in course delivery was relatively low (Cavus et al., 2020).",Perceptions of Foreign Language Teachers for M-Learning,10.3991/ijet.v15i23.18799,"Cavus et al., 2020","According to the result of the research, the teachers' perception of mobile learning is high.",verified,high,"The paper's suggestions state ""although their perceptions about mobile technology are high, their usage rates are low"", which matches the claim that interest was high while actual use in delivery was relatively low.",annotator3_C,2026-09-07,verified,"The paper's suggestions state ""although their perceptions about mobile technology are high, their usage rates are low"", which matches the claim that interest was high while actual use in delivery was relatively low."
annr-14,"A Palestinian study on the use of Facebook by students in an undergraduate educational technology course revealed strong acceptance of this delivery modality as an effective way to learn (Shraim, 2014).",Pedagogical Innovation within Facebook: A Case Study in Tertiary Education in Palestine,10.3991/ijet.v9i8.3805,"Shraim, 2014","Case Study B. In the academic year 2011-2012, 240 students from An- Najah National University, Palestine enrolled in four sec- tions of an undergraduate Educational Technology course whose objective was to develop their competence in the use of educational technology for planning and delivering instruction.",verified,medium,"The paper studies ""240 students from An-Najah National University, Palestine enrolled in four sections of an undergraduate Educational Technology course"" and concludes that ""A majority of students showed a positive attitude to learning via Facebook"", with ""Most learners (88%) found the new teaching approach using Facebook is useful"".",annotator3_C,2026-09-07,verified,"The paper studies ""240 students from An-Najah National University, Palestine enrolled in four sections of an undergraduate Educational Technology course"" and concludes that ""A majority of students showed a positive attitude to learning via Facebook"", with ""Most learners (88%) found the new teaching approach using Facebook is useful""."
annr-15,"For instance, Mirvahedi and Hosseini (2023) retrospectively examined a nine-year-long family language policy within an Indian-Iranian transnational family.",Family language policy in retrospect: Narratives of success and failure in an Indian–Iranian transnational family,10.1007/s10993-023-09649-4,"Mirvahedi & Hosseini, 2023",Understanding the complexities of transnational family language policy.,verified,high,"The paper states it is ""Examining a nine-year-long FLP in retrospect (diachronic perspective)"" in ""an Indian-Iranian transnational family"", matching the claim's duration, retrospective design and family.",annotator3_C,2026-09-07,verified,"The paper states it is ""Examining a nine-year-long FLP in retrospect (diachronic perspective)"" in ""an Indian-Iranian transnational family"", matching the claim's duration, retrospective design and family."
annr-16,"For example, in a problem-based curriculum, Loyens et al. (2008) found structural positive relations between Dutch students’ constructive conceptions of learning on the one hand and their use of deep processing and self-regulation strategies on the other hand.",Relationships between students’ conceptions of constructivist learning and their regulation and processing strategies,10.1007/s11251-008-9065-6,"Loyens et al., 2008","Relationships between conceptions of constructivist learning and regulation and processing strategies The present study investigated relationships between students’ conceptions of construc- tivist learning on the one hand, and their regulation and processing strategies on the other hand. Students in a constructivist, problem-based learning curriculum were questioned about their beliefs about the utility of knowledge construction and self-regulated learning.",needs_nuance,medium,"The paper reports only that ""structural relations exist between conceptions of constructivist learning and regulation and processing strategies"" in a Dutch problem-based curriculum, and in fact found that ""Conceptions of knowledge construction did not show any significant relationships with students' reported regulation strategies"", so the claimed positive structural links to deep processing and self-regulation hold at the correlational level (.41 and .23) but not in the tested models.",annotator3_C,2026-09-07,needs_nuance,"The paper reports only that ""structural relations exist between conceptions of constructivist learning and regulation and processing strategies"" in a Dutch problem-based curriculum, and in fact found that ""Conceptions of knowledge construction did not show any significant relationships with students' reported regulation strategies"", so the claimed positive structural links to deep processing and self-regulation hold at the correlational level (.41 and .23) but not in the tested models."
annr-17,Cusi et al. (2017) investigated the design and implementation of digital resources to enhance formative assessment strategies in elementary and secondary Italian classrooms.,Promoting formative assessment in a connected classroom environment: design and implementation of digital resources,10.1007/s11858-017-0878-0,"Cusi et al., 2017",Promoting formative assessment in a connected classroom environment: design and implementation of digital resources.,verified,high,"The paper reports that ""The experimental part was conducted in 36 4th, 5th, 6th and 7th-grade classes from three different clusters ... in northwestern Italy"", covering primary and lower secondary classrooms, and its stated topic is the ""design and implementation of digital resources"" for formative assessment.",annotator3_C,2026-09-07,verified,"The paper reports that ""The experimental part was conducted in 36 4th, 5th, 6th and 7th-grade classes from three different clusters ... in northwestern Italy"", covering primary and lower secondary classrooms, and its stated topic is the ""design and implementation of digital resources"" for formative assessment."
annr-18,"There has been at least one formal mediation analysis (Murray et al., 2016) that showed how improvements in caregiver book-sharing competence associated with training accounted for much of the improvement in child language.","Randomized controlled trial of a book‐sharing intervention in a deprived South African community: effects on carer–infant interactions, and their relation to infant cognitive and socioemotional outcome",10.1111/jcpp.12605,"Murray et al., 2016","Mediation Analysis: Child Cognitive Outcomes As previously shown (Vally et al., 2015), the book-sharing training improved child cognitive outcomes (see Table 2).",needs_nuance,medium,"A formal mediation analysis exists and ""Improvements in carer behaviour during book-sharing ... mediated intervention effects on all infant cognitive outcomes"", but for the two language (CDI) outcomes reciprocity mediated only ""8.97%, 15.79% ... of the effect of the intervention"", so ""much of the improvement in child language"" holds only for the PPVT-R measure (58.82%).",annotator3_C,2026-09-07,needs_nuance,"A formal mediation analysis exists and ""Improvements in carer behaviour during book-sharing ... mediated intervention effects on all infant cognitive outcomes"", but for the two language (CDI) outcomes reciprocity mediated only ""8.97%, 15.79% ... of the effect of the intervention"", so ""much of the improvement in child language"" holds only for the PPVT-R measure (58.82%)."
annr-19,"Fejes and Nylander (2015) undertook a bibliometric analysis on the top cited articles in Adult Education Quarterly, International Journal of Lifelong Education and Studies in Continuing Education and concluded that ‘qualitative approaches have near total dominance’.","How pluralistic is the research field on adult education? : Dominating bibliometrical trends, 2005-2012",10.3384/rela.2000-7426.rela9063,"Fejes & Nylander, 2015","Fejes, A., & Nylander, E. (2014). The Anglophone International(e): A bibliometric analysis of three adult education journals, 2005-2012.",verified,high,"The paper analysed the top cited articles in ""Adult Education Quarterly (AEQ) (USA), International Journal of Lifelong Education (IJLE) (UK) and Studies in Continuing Education (SICE) (Australia)"" and states that ""qualitative approaches have near total dominance"", the exact quoted wording.",annotator3_C,2026-09-07,verified,"The paper analysed the top cited articles in ""Adult Education Quarterly (AEQ) (USA), International Journal of Lifelong Education (IJLE) (UK) and Studies in Continuing Education (SICE) (Australia)"" and states that ""qualitative approaches have near total dominance"", the exact quoted wording."
annr-20,The research work conducted by Chang and Wills (2013) show that there is a 15% improvement on learner’s satisfaction and performance of using the blended learning approach than using the classroom teaching approach.,A University of Greenwich Case Study of Cloud Computing,10.4018/978-1-4666-3914-0.ch013,"Chang & Wills, 2013",Two groups of cohort studies conform there is 15% improvement in learning satisfaction.,needs_nuance,medium,"The paper's figure is about simulations, not blended versus classroom teaching, and covers satisfaction only: ""Two groups of cohort studies conform there is 15% improvement in learning satisfaction"" after adding software simulations; no 15% improvement in performance is reported.",annotator3_C,2026-09-07,needs_nuance,"The paper's figure is about simulations, not blended versus classroom teaching, and covers satisfaction only: ""Two groups of cohort studies conform there is 15% improvement in learning satisfaction"" after adding software simulations; no 15% improvement in performance is reported."
annr-21,"Neiva (2021) adds a focus on media literacy, pointing to the importance of critical thinking and personal engagement in interpreting and deriving significance from media messages.",Developing Oral Interaction Skills in Foreign Language Learners through Media Literacy,10.14483/22487085.13373,"Neiva, 2021",Media literacy to promote critical thinking in the EFL classroom (Publication No.,verified,medium,"The paper builds on the view that ""the key to becoming digitally literate is through critical thinking"" and reports learners engaged in media literacy ""mainly when they reflected upon news through their realities, beliefs, and attitudes"" and could ""express their personal opinions"" about media messages.",annotator3_C,2026-09-07,verified,"The paper builds on the view that ""the key to becoming digitally literate is through critical thinking"" and reports learners engaged in media literacy ""mainly when they reflected upon news through their realities, beliefs, and attitudes"" and could ""express their personal opinions"" about media messages."
annr-22,"For instance, for students in tertiary education, the student employment rate is around 49% in the United States (US) and 47% in Europe (Beerkens et al., 2011).",University studies as a side job: causes and consequences of massive student employment in Estonia,10.1007/s10734-010-9356-0,"Beerkens et al., 2011","On average, the student employment rate is around 47% in Europe.",verified,high,"The paper states ""On average, the student employment rate is around 47% in Europe"" and that in the United States employment ""reaches now 49% of students in the 4-year universities"", matching both figures in the claim.",annotator3_C,2026-09-07,verified,"The paper states ""On average, the student employment rate is around 47% in Europe"" and that in the United States employment ""reaches now 49% of students in the 4-year universities"", matching both figures in the claim."
annr-23,Paas and van Merriënboer (1994) conducted a comprehensive overview of factors determining the level of cognitive load and identified age as one of the causal factors.,Instructional control of cognitive load in the training of complex cognitive tasks,10.1007/bf02213420,"Paas & Merriënboer, 1994","Van Merri~nboer, J. J. G., and Paas, F.",needs_nuance,medium,"The paper does present an overview of the ""causal factors"" of cognitive load, but lists them as task and environmental characteristics, subject characteristics such as ""cognitive capabilities, cognitive style, preferences, and prior knowledge"", and interactions; age is never mentioned as a causal factor.",annotator3_C,2026-09-07,needs_nuance,"The paper does present an overview of the ""causal factors"" of cognitive load, but lists them as task and environmental characteristics, subject characteristics such as ""cognitive capabilities, cognitive style, preferences, and prior knowledge"", and interactions; age is never mentioned as a causal factor."
annr-24,"In addition, Bourbour et al. (2020) found through an observational study that preschool teachers use interactive whiteboards for teaching activities such as measuring, classifying, and sequencing, and that interactive whiteboards can play an active role in teachers’ scaffolding behaviors.",Putting Scaffolding Into Action: Preschool Teachers’ Actions Using Interactive Whiteboard,10.1007/s10643-019-00971-3,"Bourbour et al., 2020",De Vita et al. (2014) found that teachers’ use of IWBs promote the students’ lesson experiences in mathematics teaching.,verified,medium,"The paper video observed ""Five preschool teachers and 22 children aged 4-6"" in activities on measurement, ""Classification of Geometrical Forms"" and ordering, and concludes that teachers ""participate in the activities on IWB and take an active role, to teach valuable features of measurement, classification, value of money as well as numbers and order"" within scaffolding functions.",annotator3_C,2026-09-07,verified,"The paper video observed ""Five preschool teachers and 22 children aged 4-6"" in activities on measurement, ""Classification of Geometrical Forms"" and ordering, and concludes that teachers ""participate in the activities on IWB and take an active role, to teach valuable features of measurement, classification, value of money as well as numbers and order"" within scaffolding functions."
annr-25,"For instance, English as a Foreign Language (EFL) teachers in Indonesia had mostly integrated ICT at the substitution and augmentation levels, not fully exploiting its transformative potential (Budiman et al., 2018).","EFL TEACHER’S BELIEF AND PRACTICE ON INTEGRATING ICT IN THE CLASSROOM: A CASE STUDY ON THE IMPLEMENTATION OF SAMR MODEL IN TEACHING READING DESCRIPTIVE TEXT AT MA ASSALAM, SUKOHARJO",10.23917/humaniora.v19i2.6809,"Budiman et al., 2018","Budiman, A. 2016. “Exploring Types and Levels of Motivation of English as a Foreign Language (EFL) Learners at an Education Faculty in One of Indonesian Private Universities.” A thesis of B.A.",needs_nuance,high,"The finding is about a single teacher in one school, not Indonesian EFL teachers generally: ""the teacher is still on the substitution and augmentation stages in integrating ICT and hardly achieves modification and redefinition stages"", with one purposively selected participant.",annotator3_C,2026-09-07,needs_nuance,"The finding is about a single teacher in one school, not Indonesian EFL teachers generally: ""the teacher is still on the substitution and augmentation stages in integrating ICT and hardly achieves modification and redefinition stages"", with one purposively selected participant."
annr-26,"Four teacher profiles (Carefree, Pragmatic, Uncertain and Worried) were identified by de Vocht and Laherto (2017) based on how open and positive the teachers feel about innovations.",Profiling teachers based on their professional attitudes towards teaching responsible research and innovation,10.30935/scimath/9511,"Vocht & Laherto, 2017","Teacher concern profiles and implications of RRI teaching In this study, we found four major groups of teachers based on their concerns about RRI teaching. More than half of the teachers belonged to one of the two positive profile types, the Carefree and the Pragmatic.",verified,medium,"The paper states ""Using cluster analysis we found four concern profile types: the Carefree, the Pragmatic, the Uncertain and the Worried"", grouped by teachers' concerns and interests about the RRI innovation, with the Carefree and Pragmatic having ""relatively high positive interests"".",annotator3_C,2026-09-07,verified,"The paper states ""Using cluster analysis we found four concern profile types: the Carefree, the Pragmatic, the Uncertain and the Worried"", grouped by teachers' concerns and interests about the RRI innovation, with the Carefree and Pragmatic having ""relatively high positive interests""."
