ann_id,claim_text,cited_paper_title,cited_paper_doi,cited_paper_first_author_year,cited_paper_passage,annotator_label,annotator_confidence,annotator_note,annotator_name,annotated_on,label,justification
annr-12,"In one paper, the study focused on the use of the LMS, Sakai, with student engagement in online resources and found a positive correlation between online access to resources and academic achievement (Crampton et al., 2012).",Cross-discipline investigation of the relationship between academic performance and online resource access by distance education students,10.3402/rlt.v20i0.14430,"Crampton et al., 2012","In regards to microbiology, Johnson (2008) found a significant correlation between academic performance and use of online resources (again quizzes), attributing that time-on-task may be a key component of the association.",verified,high,"The abstract states that ""Analysis of the web access data from the learning management system (Sakai) demonstrated that students who accessed the most resources ... achieved higher grades"", and the results give ""weak yet significant positive correlations"" of r = 0.28 to 0.40 with final grade.",annotator3_A,2026-09-07,verified,"The abstract states that ""Analysis of the web access data from the learning management system (Sakai) demonstrated that students who accessed the most resources ... achieved higher grades"", and the results give ""weak yet significant positive correlations"" of r = 0.28 to 0.40 with final grade."
annr-13,"The researchers concluded that while interest in mobile learning was high, actual deployment in course delivery was relatively low (Cavus et al., 2020).",Perceptions of Foreign Language Teachers for M-Learning,10.3991/ijet.v15i23.18799,"Cavus et al., 2020","According to the result of the research, the teachers' perception of mobile learning is high.",verified,high,"The suggestions section states that ""although their perceptions about mobile technology are high, their usage rates are low"", which is the claim's high interest with low actual deployment.",annotator3_A,2026-09-07,verified,"The suggestions section states that ""although their perceptions about mobile technology are high, their usage rates are low"", which is the claim's high interest with low actual deployment."
annr-14,"A Palestinian study on the use of Facebook by students in an undergraduate educational technology course revealed strong acceptance of this delivery modality as an effective way to learn (Shraim, 2014).",Pedagogical Innovation within Facebook: A Case Study in Tertiary Education in Palestine,10.3991/ijet.v9i8.3805,"Shraim, 2014","Case Study B. In the academic year 2011-2012, 240 students from An- Najah National University, Palestine enrolled in four sec- tions of an undergraduate Educational Technology course whose objective was to develop their competence in the use of educational technology for planning and delivering instruction.",needs_nuance,medium,"The setting matches (240 students in ""an undergraduate Educational Technology course"" at An-Najah National University), but the paper concludes only that ""A majority of students showed a positive attitude to learning via Facebook"", and reports that 60% ""expressed concerns that they were distracted"" and 54% ""found it hard to follow all the posts"", which is weaker than strong acceptance as an effective way to learn.",annotator3_A,2026-09-07,needs_nuance,"The setting matches (240 students in ""an undergraduate Educational Technology course"" at An-Najah National University), but the paper concludes only that ""A majority of students showed a positive attitude to learning via Facebook"", and reports that 60% ""expressed concerns that they were distracted"" and 54% ""found it hard to follow all the posts"", which is weaker than strong acceptance as an effective way to learn."
annr-15,"For instance, Mirvahedi and Hosseini (2023) retrospectively examined a nine-year-long family language policy within an Indian-Iranian transnational family.",Family language policy in retrospect: Narratives of success and failure in an Indian–Iranian transnational family,10.1007/s10993-023-09649-4,"Mirvahedi & Hosseini, 2023",Understanding the complexities of transnational family language policy.,verified,high,"The paper describes ""an Indian-Iranian transnational family with a nine-year-old daughter"" and states it is ""Examining a nine-year-long FLP in retrospect (diachronic perspective)"", matching every element of the claim.",annotator3_A,2026-09-07,verified,"The paper describes ""an Indian-Iranian transnational family with a nine-year-old daughter"" and states it is ""Examining a nine-year-long FLP in retrospect (diachronic perspective)"", matching every element of the claim."
annr-16,"For example, in a problem-based curriculum, Loyens et al. (2008) found structural positive relations between Dutch students’ constructive conceptions of learning on the one hand and their use of deep processing and self-regulation strategies on the other hand.",Relationships between students’ conceptions of constructivist learning and their regulation and processing strategies,10.1007/s11251-008-9065-6,"Loyens et al., 2008","Relationships between conceptions of constructivist learning and regulation and processing strategies The present study investigated relationships between students’ conceptions of construc- tivist learning on the one hand, and their regulation and processing strategies on the other hand. Students in a constructivist, problem-based learning curriculum were questioned about their beliefs about the utility of knowledge construction and self-regulated learning.",needs_nuance,medium,"The participants were ""98 third-year and fourth-year psychology students ... enrolled in a problem-based learning (PBL) curriculum at Erasmus University Rotterdam, the Netherlands"" and the abstract does report that ""structural relations exist"", but the discussion states that ""In both hypothesized models, conceptions of knowledge construction did not show significant relationships with regulation strategies"" and that conceptions of self-regulated learning had ""small, but not significant"" relations, so the specific positive links the claim names were not found.",annotator3_A,2026-09-07,needs_nuance,"The participants were ""98 third-year and fourth-year psychology students ... enrolled in a problem-based learning (PBL) curriculum at Erasmus University Rotterdam, the Netherlands"" and the abstract does report that ""structural relations exist"", but the discussion states that ""In both hypothesized models, conceptions of knowledge construction did not show significant relationships with regulation strategies"" and that conceptions of self-regulated learning had ""small, but not significant"" relations, so the specific positive links the claim names were not found."
annr-17,Cusi et al. (2017) investigated the design and implementation of digital resources to enhance formative assessment strategies in elementary and secondary Italian classrooms.,Promoting formative assessment in a connected classroom environment: design and implementation of digital resources,10.1007/s11858-017-0878-0,"Cusi et al., 2017",Promoting formative assessment in a connected classroom environment: design and implementation of digital resources.,verified,high,"The paper is a design-based study of ""how to design and implement specific digital resources that foster and activate FA strategies"", conducted ""in 36 4th, 5th, 6th and 7th-grade classes ... in northwestern Italy"" with ""primary and middle-school students"", matching the claim.",annotator3_A,2026-09-07,verified,"The paper is a design-based study of ""how to design and implement specific digital resources that foster and activate FA strategies"", conducted ""in 36 4th, 5th, 6th and 7th-grade classes ... in northwestern Italy"" with ""primary and middle-school students"", matching the claim."
annr-18,"There has been at least one formal mediation analysis (Murray et al., 2016) that showed how improvements in caregiver book-sharing competence associated with training accounted for much of the improvement in child language.","Randomized controlled trial of a book‐sharing intervention in a deprived South African community: effects on carer–infant interactions, and their relation to infant cognitive and socioemotional outcome",10.1111/jcpp.12605,"Murray et al., 2016","Mediation Analysis: Child Cognitive Outcomes As previously shown (Vally et al., 2015), the book-sharing training improved child cognitive outcomes (see Table 2).",needs_nuance,medium,"There is a formal mediation analysis and ""Improvements in carer behaviour during book-sharing, but not during toy play, mediated intervention effects on all infant cognitive outcomes"", but the mediated share was only ""8.97%, 15.79%, and 11.75%"" for the vocabulary outcomes, with 58.82% only for PPVT-R, so ""much of the improvement in child language"" overstates the result.",annotator3_A,2026-09-07,needs_nuance,"There is a formal mediation analysis and ""Improvements in carer behaviour during book-sharing, but not during toy play, mediated intervention effects on all infant cognitive outcomes"", but the mediated share was only ""8.97%, 15.79%, and 11.75%"" for the vocabulary outcomes, with 58.82% only for PPVT-R, so ""much of the improvement in child language"" overstates the result."
annr-19,"Fejes and Nylander (2015) undertook a bibliometric analysis on the top cited articles in Adult Education Quarterly, International Journal of Lifelong Education and Studies in Continuing Education and concluded that ‘qualitative approaches have near total dominance’.","How pluralistic is the research field on adult education? : Dominating bibliometrical trends, 2005-2012",10.3384/rela.2000-7426.rela9063,"Fejes & Nylander, 2015","Fejes, A., & Nylander, E. (2014). The Anglophone International(e): A bibliometric analysis of three adult education journals, 2005-2012.",verified,high,"The paper analyses ""the top cited articles"" in ""Adult Education Quarterly (AEQ) (USA), International Journal of Lifelong Education (IJLE) (UK) and Studies in Continuing Education (SICE) (Australia)"" and states in both abstract and conclusion that ""qualitative approaches have near total dominance"".",annotator3_A,2026-09-07,verified,"The paper analyses ""the top cited articles"" in ""Adult Education Quarterly (AEQ) (USA), International Journal of Lifelong Education (IJLE) (UK) and Studies in Continuing Education (SICE) (Australia)"" and states in both abstract and conclusion that ""qualitative approaches have near total dominance""."
annr-20,The research work conducted by Chang and Wills (2013) show that there is a 15% improvement on learner’s satisfaction and performance of using the blended learning approach than using the classroom teaching approach.,A University of Greenwich Case Study of Cloud Computing,10.4018/978-1-4666-3914-0.ch013,"Chang & Wills, 2013",Two groups of cohort studies conform there is 15% improvement in learning satisfaction.,needs_nuance,medium,"The paper reports that ""Two groups of cohort studies conform there is 15% improvement in learning satisfaction"", attributed to the use of Oracle software simulations for teaching, and its conclusion lists only ""an additional 15% of learning satisfaction""; student performance is never measured, so the claim adds an outcome the paper does not report.",annotator3_A,2026-09-07,needs_nuance,"The paper reports that ""Two groups of cohort studies conform there is 15% improvement in learning satisfaction"", attributed to the use of Oracle software simulations for teaching, and its conclusion lists only ""an additional 15% of learning satisfaction""; student performance is never measured, so the claim adds an outcome the paper does not report."
annr-21,"Neiva (2021) adds a focus on media literacy, pointing to the importance of critical thinking and personal engagement in interpreting and deriving significance from media messages.",Developing Oral Interaction Skills in Foreign Language Learners through Media Literacy,10.14483/22487085.13373,"Neiva, 2021",Media literacy to promote critical thinking in the EFL classroom (Publication No.,verified,medium,"The paper builds on media literacy, states that ""the key to becoming digitally literate is through critical thinking"", and reports that learners ""were engaged in media literacy practices, mainly when they reflected upon news through their realities, beliefs, and attitudes"" and could ""express their personal opinions"", matching the critical thinking and personal engagement emphasis.",annotator3_A,2026-09-07,verified,"The paper builds on media literacy, states that ""the key to becoming digitally literate is through critical thinking"", and reports that learners ""were engaged in media literacy practices, mainly when they reflected upon news through their realities, beliefs, and attitudes"" and could ""express their personal opinions"", matching the critical thinking and personal engagement emphasis."
annr-22,"For instance, for students in tertiary education, the student employment rate is around 49% in the United States (US) and 47% in Europe (Beerkens et al., 2011).",University studies as a side job: causes and consequences of massive student employment in Estonia,10.1007/s10734-010-9356-0,"Beerkens et al., 2011","On average, the student employment rate is around 47% in Europe.",verified,high,"The introduction states that ""On average, the student employment rate is around 47% in Europe"" and that ""In the United States the number of employed students ... reaches now 49% of students in the 4-year universities"", giving both figures as claimed.",annotator3_A,2026-09-07,verified,"The introduction states that ""On average, the student employment rate is around 47% in Europe"" and that ""In the United States the number of employed students ... reaches now 49% of students in the 4-year universities"", giving both figures as claimed."
annr-23,Paas and van Merriënboer (1994) conducted a comprehensive overview of factors determining the level of cognitive load and identified age as one of the causal factors.,Instructional control of cognitive load in the training of complex cognitive tasks,10.1007/bf02213420,"Paas & Merriënboer, 1994","Van Merri~nboer, J. J. G., and Paas, F.",needs_nuance,medium,"The paper does give an overview of causal factors, listing task characteristics such as ""task novelty, time pressure, and reward systems"" and subject characteristics such as ""cognitive capabilities, cognitive style, preferences, and prior knowledge"", but the word age never appears anywhere in the text, so age as a causal factor is a detail the cited paper does not state.",annotator3_A,2026-09-07,needs_nuance,"The paper does give an overview of causal factors, listing task characteristics such as ""task novelty, time pressure, and reward systems"" and subject characteristics such as ""cognitive capabilities, cognitive style, preferences, and prior knowledge"", but the word age never appears anywhere in the text, so age as a causal factor is a detail the cited paper does not state."
annr-24,"In addition, Bourbour et al. (2020) found through an observational study that preschool teachers use interactive whiteboards for teaching activities such as measuring, classifying, and sequencing, and that interactive whiteboards can play an active role in teachers’ scaffolding behaviors.",Putting Scaffolding Into Action: Preschool Teachers’ Actions Using Interactive Whiteboard,10.1007/s10643-019-00971-3,"Bourbour et al., 2020",De Vita et al. (2014) found that teachers’ use of IWBs promote the students’ lesson experiences in mathematics teaching.,verified,medium,"The study video observed ""Five preschool teachers and 22 children aged 4-6"", and the discussion reports that ""preschool teachers participate in the activities on IWB and take an active role, to teach valuable features of measurement, classification, value of money as well as numbers and order"", covering measuring, classifying and ordering and the IWB's role in scaffolding actions.",annotator3_A,2026-09-07,verified,"The study video observed ""Five preschool teachers and 22 children aged 4-6"", and the discussion reports that ""preschool teachers participate in the activities on IWB and take an active role, to teach valuable features of measurement, classification, value of money as well as numbers and order"", covering measuring, classifying and ordering and the IWB's role in scaffolding actions."
annr-25,"For instance, English as a Foreign Language (EFL) teachers in Indonesia had mostly integrated ICT at the substitution and augmentation levels, not fully exploiting its transformative potential (Budiman et al., 2018).","EFL TEACHER’S BELIEF AND PRACTICE ON INTEGRATING ICT IN THE CLASSROOM: A CASE STUDY ON THE IMPLEMENTATION OF SAMR MODEL IN TEACHING READING DESCRIPTIVE TEXT AT MA ASSALAM, SUKOHARJO",10.23917/humaniora.v19i2.6809,"Budiman et al., 2018","Budiman, A. 2016. “Exploring Types and Levels of Motivation of English as a Foreign Language (EFL) Learners at an Education Faculty in One of Indonesian Private Universities.” A thesis of B.A.",needs_nuance,high,"The finding is real but is from ""a case study on an individual teacher"": the abstract says ""the teacher is still on the substitution and augmentation stages in integrating ICT and hardly achieves modification and redefinition stages"", so generalising to EFL teachers in Indonesia overstates a single-teacher case study.",annotator3_A,2026-09-07,needs_nuance,"The finding is real but is from ""a case study on an individual teacher"": the abstract says ""the teacher is still on the substitution and augmentation stages in integrating ICT and hardly achieves modification and redefinition stages"", so generalising to EFL teachers in Indonesia overstates a single-teacher case study."
annr-26,"Four teacher profiles (Carefree, Pragmatic, Uncertain and Worried) were identified by de Vocht and Laherto (2017) based on how open and positive the teachers feel about innovations.",Profiling teachers based on their professional attitudes towards teaching responsible research and innovation,10.30935/scimath/9511,"Vocht & Laherto, 2017","Teacher concern profiles and implications of RRI teaching In this study, we found four major groups of teachers based on their concerns about RRI teaching. More than half of the teachers belonged to one of the two positive profile types, the Carefree and the Pragmatic.",verified,medium,"The abstract states ""Using cluster analysis we found four concern profile types: the Carefree, the Pragmatic, the Uncertain and the Worried"", and the results refer to ""the two positive profile types, the Carefree and the Pragmatic"" with ""relatively high positive interests"", matching the four names and the openness-and-positivity basis.",annotator3_A,2026-09-07,verified,"The abstract states ""Using cluster analysis we found four concern profile types: the Carefree, the Pragmatic, the Uncertain and the Worried"", and the results refer to ""the two positive profile types, the Carefree and the Pragmatic"" with ""relatively high positive interests"", matching the four names and the openness-and-positivity basis."
