ann_id,claim_text,cited_paper_title,cited_paper_doi,cited_paper_first_author_year,cited_paper_passage,annotator_label,annotator_confidence,annotator_note,annotator_name,annotated_on,label,justification
ann-11,"Still, 89% of all revisions were successful, amounting up to 86% in the collaborative context that led to improvement of the text.",Adopting ChatGPT as a writing buddy in the advanced L2 writing class,10.29140/tltl.v6n1.1168,"Strobl et al., 2024","Still, 65% of all revisions were successful, amounting up to 86% in the collaborative context that led to improvement of the text.",unsupported,high,"The paper reports '65% of all revisions were successful', contradicting the claim's '89%'.",annotator3_C,2026-09-07,unsupported,"The paper reports '65% of all revisions were successful', contradicting the claim's '89%'."
ann-12,"Cronbach’s alpha for all research structures has been calculated, and it is found that the composite reliability and Cronbach’s alpha values for all variables are above 1.0 and show the appropriate reliability of the model.",The role of university teachers’ 21st-century digital competence in their attitudes toward ICT integration in higher education: Extending the theory of planned behavior,10.29140/jaltcall.v18n2.632,"Rahimi & Tafazoli, 2022","Cronbach’s alpha for all research structures has been calculated, and it is found that the composite reliability and Cronbach’s alpha values for all variables are above 0.7 and show the appropriate reliability of the model.",unsupported,high,"The paper says the composite reliability and Cronbach's alpha values are 'above 0.7', contradicting the claim's 'above 1.0'.",annotator3_C,2026-09-07,unsupported,"The paper says the composite reliability and Cronbach's alpha values are 'above 0.7', contradicting the claim's 'above 1.0'."
ann-13,We observed the primary feature or advantage of the peer review process was the sense of empathy and resonance generated from the participants’ reading of the reviewed writings.,"Towards Understanding Teacher Mentoring, Learner WCF Beliefs, and Learner Revision Practices Through Peer Review Feedback: A Sociocultural Perspective",10.17323/jle.2022.15962,"Gao & Wang, 2022",We found the primary feature or advantage of the peer review process was the sense of empathy and resonance generated from the participants’ reading of the reviewed writings.,verified,high,"The passage reads 'We found the primary feature or advantage of the peer review process was the sense of empathy and resonance', supporting the claim with only 'observed' substituted for 'found'.",annotator3_C,2026-09-07,verified,"The passage reads 'We found the primary feature or advantage of the peer review process was the sense of empathy and resonance', supporting the claim with only 'observed' substituted for 'found'."
ann-14,The recordings were transcribed and analysed to identify parts in whole class interaction where student interaction included student talk in ways that resulted in the negotiation of meaning and students’ use of varied communicative roles and functions.,"Exploring the Relationship Between Language Learning Strategies, Academic Achievement, Grade Level, and Gender",10.17323/jle.2021.10771,"Bećirović et al., 2021",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited strategies-and-achievement paper's cached text contains no 'transcrib', 'recording', 'whole class interaction' or 'negotiation of meaning', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited strategies-and-achievement paper's cached text contains no 'transcrib', 'recording', 'whole class interaction' or 'negotiation of meaning', so the citation does not address the claim."
ann-15,Lack of significant differences between the groups shows an agreement among the participants about the most commonly used modes of PR.,Online and face-to-face peer review in academic writing: Frequency and preferences,10.32601/ejal.911245,"AHMED & AL-KADİ, 2021",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.,annotator3_C,2026-09-07,no_full_text,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.
ann-16,"By the same token, there have been studies of the curricular bases of reforms and guidelines designed mainly to achieve worse results in the quality, effectiveness, and efficiency of teaching.",Decolonizing English Language Teaching in Colombia: Epistemological Perspectives and Discursive Alternatives,10.14483/22487085.17087,"Parra, 2021","By the same token, there have been studies of the curricular bases of reforms and guidelines designed mainly to achieve better results in the quality, effectiveness, and efficiency of teaching.",unsupported,high,"The paper says the reforms and guidelines were designed 'mainly to achieve better results in the quality, effectiveness, and efficiency of teaching', contradicting the claim's 'worse results'.",annotator3_C,2026-09-07,unsupported,"The paper says the reforms and guidelines were designed 'mainly to achieve better results in the quality, effectiveness, and efficiency of teaching', contradicting the claim's 'worse results'."
ann-17,"The findings indicated a significant impact of stress on English language teachers’ well-being, supporting previous studies that showed the positive effects of stress on various psychological aspects (Acheson & Nelson, 2020; De Costa et al., 2020; Hall, 2017).",Well-being and the Perception of Stress among EFL University Teachers in Saudi Arabia,10.17323/jle.2021.11494,"Alqarni, 2021","The findings indicated a significant impact of stress on English language teachers’ well-being, supporting previous studies that showed the negative effects of stress on various psychological aspects (Acheson & Nelson, 2020; De Costa et al., 2020; Hall, 2017).",unsupported,high,"The paper cites prior studies showing 'the negative effects of stress on various psychological aspects', contradicting the claim's 'positive effects of stress'.",annotator3_C,2026-09-07,unsupported,"The paper cites prior studies showing 'the negative effects of stress on various psychological aspects', contradicting the claim's 'positive effects of stress'."
ann-18,"Authority of teacher feedback, according to the participants, indicated a sense of irresistibility and undoubtedness.",Translanguaging-as-Resource: University ESL Instructors’ Language Orientations and Attitudes Toward Translanguaging,10.18806/tesl.v36i1.1301,"Burton & Rajendram, 2019",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited translanguaging paper's cached text contains no 'irresistibility', 'undoubtedness' or 'Authority of teacher feedback', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited translanguaging paper's cached text contains no 'irresistibility', 'undoubtedness' or 'Authority of teacher feedback', so the citation does not address the claim."
ann-19,"Moreover, the result demonstrated that instructors’ information and data literacy could positively predict instructors’ subjective norms.",The role of university teachers’ 21st-century digital competence in their attitudes toward ICT integration in higher education: Extending the theory of planned behavior,10.29140/jaltcall.v18n2.632,"Rahimi & Tafazoli, 2022","Furthermore, the result showed that teachers’ information and data literacy could positively predict teachers’ subjective norms.",verified,high,"The passage states 'teachers' information and data literacy could positively predict teachers' subjective norms', which supports the claim with only 'instructors' substituted for 'teachers'.",annotator3_C,2026-09-07,verified,"The passage states 'teachers' information and data literacy could positively predict teachers' subjective norms', which supports the claim with only 'instructors' substituted for 'teachers'."
ann-20,"The students with a low overall GPA (2.5-3.4) revealed somewhat different preferences in their strategy usage, using eye-tracking software.","Exploring the Relationship Between Language Learning Strategies, Academic Achievement, Grade Level, and Gender",10.17323/jle.2021.10771,"Bećirović et al., 2021",The students with a low overall GPA (2.5-3.4) revealed somewhat different preferences in their strategy usage.,needs_nuance,high,"The paper contains 'The students with a low overall GPA (2.5-3.4) revealed somewhat different preferences in their strategy usage' verbatim, but a search of its cached text returns no hit for 'eye-track', so the claim's added instrument 'using eye-tracking software' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper contains 'The students with a low overall GPA (2.5-3.4) revealed somewhat different preferences in their strategy usage' verbatim, but a search of its cached text returns no hit for 'eye-track', so the claim's added instrument 'using eye-tracking software' is not stated by the cited paper."
ann-21,"Examples of the use of such approaches can be found in research projects carried out in the Languages School at Universidad de Antioquia or the Faculty of Human Sciences at Universidad Nacional de Colombia, in a bilingual classroom.",Decolonizing English Language Teaching in Colombia: Epistemological Perspectives and Discursive Alternatives,10.14483/22487085.17087,"Parra, 2021",Examples of the use of such approaches can be found in research projects carried out in the Languages School at Universidad de Antioquia or the Faculty of Human Sciences at Universidad Nacional de Colombia.,needs_nuance,high,"The paper's sentence ends at 'Universidad Nacional de Colombia' and its cached text has no occurrence of 'bilingual classroom', so the claim's added setting is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at 'Universidad Nacional de Colombia' and its cached text has no occurrence of 'bilingual classroom', so the claim's added setting is not stated by the cited paper."
ann-22,"Although the College has historically functioned as a community college, the SOE is part of a 5-year baccalaureate degree program in which students earn a number of teaching endorsements, including English for Speakers of Other Languages (ESOL).",Developing Translanguaging Stances in ESOL-Focused Teacher Education Courses: Teacher Candidates’ Beliefs about and Knowledge of Bilingualism and Bilingual Education,10.55593/ej.25100a3,"Pontier, 2022","Although the College has historically functioned as a community college, the SOE is part of a 4-year baccalaureate degree program in which students earn a number of teaching endorsements, including English for Speakers of Other Languages (ESOL).",unsupported,high,"The paper describes 'a 4-year baccalaureate degree program', contradicting the claim's '5-year baccalaureate degree program'.",annotator3_C,2026-09-07,unsupported,"The paper describes 'a 4-year baccalaureate degree program', contradicting the claim's '5-year baccalaureate degree program'."
ann-23,"However, concerning comparative results, it was found that the difference is higher in DI group than control group.","The effects of differentiated instruction on Turkish students’ L2 achievement, and student and teacher perceptions",10.32601/ejal.776002,"Yavuz, 2020",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.,annotator3_C,2026-09-07,no_full_text,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.
ann-24,The rest of the options show a lack of significant differences between the groups with p-values >.05 and very small effect size values.,Online and face-to-face peer review in academic writing: Frequency and preferences,10.32601/ejal.911245,"AHMED & AL-KADİ, 2021",The rest of the options show a lack of significant differences between the groups with p-values >.05 and very small effect size values.,verified,high,"The passage repeats the claim word for word, including 'p-values >.05 and very small effect size values'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word, including 'p-values >.05 and very small effect size values'."
ann-25,"We decided to exclude articles that did not report results of a research study or that had limitations in terms of providing accurate information about data collection, data analysis, participants, or other essential components of the research process, using a mobile application.",The Professional Development of English Language Teachers in Colombia: A Review of the Literature,10.14483/22487085.12966,"Buendia & Macías, 2019","We decided to exclude articles that did not report results of a research study or that had limitations in terms of providing accurate information about data collection, data analysis, participants, or other essential components of the research process.",needs_nuance,high,"The paper's exclusion sentence ends at 'other essential components of the research process' and its cached text has no hit for 'mobile app', so the claim's added 'using a mobile application' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's exclusion sentence ends at 'other essential components of the research process' and its cached text has no hit for 'mobile app', so the claim's added 'using a mobile application' is not stated by the cited paper."
ann-26,"However, during the course, the participants developed an intricate view of language assessment.",Language Assessment Literacy and the Professional Development of Pre-Service Language Teachers,10.14483/22487085.14514,"Giraldo & Quintero, 2019","However, during the course, the participants developed an intricate view of language assessment.",verified,high,"The passage repeats the claim word for word: 'during the course, the participants developed an intricate view of language assessment'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word: 'during the course, the participants developed an intricate view of language assessment'."
ann-27,Level two considered an analysis of the main findings or outcomes as reported in the studies to identify changes in teacher professional development associated with the implementation of specific initiatives.,The Professional Development of English Language Teachers in Colombia: A Review of the Literature,10.14483/22487085.12966,"Buendia & Macías, 2019",Level two considered an analysis of the main findings or outcomes as reported in the studies to identify changes in teacher professional development associated with the implementation of specific initiatives.,verified,high,"The passage repeats the claim word for word, including 'changes in teacher professional development associated with the implementation of specific initiatives'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word, including 'changes in teacher professional development associated with the implementation of specific initiatives'."
ann-28,Group-level analysis revealed that learners experienced significantly lower focus and interest during tasks performed in video-chat mode than text-chat mode.,Dynamic engagement in second language computer-mediated collaborative writing tasks: Does communication mode matter?,10.14746/ssllt.2022.12.1.4,"Aubrey, 2022",Group-level analysis revealed that learners experienced significantly higher focus and interest during tasks performed in video-chat mode than text-chat mode.,unsupported,high,"The paper reports 'significantly higher focus and interest during tasks performed in video-chat mode than text-chat mode', the reverse of the claim's 'significantly lower focus and interest'.",annotator3_C,2026-09-07,unsupported,"The paper reports 'significantly higher focus and interest during tasks performed in video-chat mode than text-chat mode', the reverse of the claim's 'significantly lower focus and interest'."
ann-29,"According to her experience, ChatGPT provides creative and easy solutions for children in the classroom, something that is not commonly observed in textbooks.",ChatGPT as an AI L2 teaching support: A case study of an EFL teacher,10.29140/tltl.v6n1.1142,"Octavio et al., 2024","According to her experience, ChatGPT provides creative and easy solutions for children in the classroom, something that is not commonly found in textbooks.",verified,high,"The passage says ChatGPT provides 'creative and easy solutions for children in the classroom, something that is not commonly found in textbooks', which supports the claim with only 'observed' for 'found'.",annotator3_C,2026-09-07,verified,"The passage says ChatGPT provides 'creative and easy solutions for children in the classroom, something that is not commonly found in textbooks', which supports the claim with only 'observed' for 'found'."
ann-30,"Most of the participants reported that they had enrolled in the English Language teacher education program because of their interest in learning English, using a mobile application.",Identity of foreign language pre-service teachers to speakers of other languages: Insights from Brazil and Chile,10.14483/22487085.14086,"Archanjo et al., 2019",Most of the participants reported that they had enrolled in the English Language teacher education program because of their interest in learning English.,needs_nuance,high,"The paper's sentence ends at 'because of their interest in learning English' and its cached text has no hit for 'mobile app', so the claim's added 'using a mobile application' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at 'because of their interest in learning English' and its cached text has no hit for 'mobile app', so the claim's added 'using a mobile application' is not stated by the cited paper."
ann-31,"Interestingly, we found evidence to suggest that materials used in designing language assessments were a pivotal factor that influences the pre-service teachers’ enterprise of design, using a mobile application.",Language Assessment Literacy and the Professional Development of Pre-Service Language Teachers,10.14483/22487085.14514,"Giraldo & Quintero, 2019","Interestingly, we found evidence to suggest that materials used in designing language assessments were a pivotal factor that influences the pre-service teachers’ enterprise of design.",needs_nuance,high,"The paper's sentence ends at ""the pre-service teachers' enterprise of design"" and its cached text has no hit for 'mobile app' or 'smartphone', so the claim's added 'using a mobile application' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at ""the pre-service teachers' enterprise of design"" and its cached text has no hit for 'mobile app' or 'smartphone', so the claim's added 'using a mobile application' is not stated by the cited paper."
ann-32,"Revisions of both categories were deemed unnecessary by the coders in two thirds of the cases, nevertheless, cohesion revision led to improvement in four out of five cases, whereas structural changes did so only for 45%.",Adopting ChatGPT as a writing buddy in the advanced L2 writing class,10.29140/tltl.v6n1.1168,"Strobl et al., 2024","Revisions of both categories were deemed unnecessary by the coders in two thirds of the cases, however, cohesion revision led to improvement in four out of five cases, whereas structural changes did so only for 45%.",verified,high,"The passage matches the claim except for 'however' where the claim has 'nevertheless', and it carries the same figures 'four out of five cases' and 'only for 45%'.",annotator3_C,2026-09-07,verified,"The passage matches the claim except for 'however' where the claim has 'nevertheless', and it carries the same figures 'four out of five cases' and 'only for 45%'."
ann-33,"As such, these TCs show the baby steps typical of developing a translanguaging stance (Menken & Sánchez, 2019).",Developing Translanguaging Stances in ESOL-Focused Teacher Education Courses: Teacher Candidates’ Beliefs about and Knowledge of Bilingualism and Bilingual Education,10.55593/ej.25100a3,"Pontier, 2022",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.,annotator3_C,2026-09-07,no_full_text,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.
ann-34,"Contrary to laudable prior research findings, the minority of participants considered online review ineffective.",Online and face-to-face peer review in academic writing: Frequency and preferences,10.32601/ejal.911245,"AHMED & AL-KADİ, 2021","Contrary to laudable prior research findings, the majority of participants considered online review ineffective.",unsupported,high,"The paper says 'the majority of participants considered online review ineffective', contradicting the claim's 'the minority of participants'.",annotator3_C,2026-09-07,unsupported,"The paper says 'the majority of participants considered online review ineffective', contradicting the claim's 'the minority of participants'."
ann-35,"Among the demographic variables, only gender indicated a significant difference between English language instructors, with women scoring higher on the PERMA scale than men.",Well-being and the Perception of Stress among EFL University Teachers in Saudi Arabia,10.17323/jle.2021.11494,"Alqarni, 2021","Among the demographic variables, only gender indicated a significant difference between English language teachers, with women scoring higher on the PERMA scale than men.",verified,high,"The passage states that 'only gender indicated a significant difference between English language teachers, with women scoring higher on the PERMA scale than men', which supports the claim with only 'instructors' substituted for 'teachers'.",annotator3_C,2026-09-07,verified,"The passage states that 'only gender indicated a significant difference between English language teachers, with women scoring higher on the PERMA scale than men', which supports the claim with only 'instructors' substituted for 'teachers'."
ann-36,"The data rarely shows that, before the course, the participants thought that language assessment was about grades and/or tests.",Language Assessment Literacy and the Professional Development of Pre-Service Language Teachers,10.14483/22487085.14514,"Giraldo & Quintero, 2019","The data frequently shows that, before the course, the participants thought that language assessment was about grades and/or tests.",unsupported,high,"The paper says 'The data frequently shows that, before the course, the participants thought that language assessment was about grades and/or tests', contradicting the claim's 'The data rarely shows'.",annotator3_C,2026-09-07,unsupported,"The paper says 'The data frequently shows that, before the course, the participants thought that language assessment was about grades and/or tests', contradicting the claim's 'The data rarely shows'."
ann-37,"It reports a study which examined the changes in the levels of boredom experienced by 13 English majors in four EFL classes and the factors accounting for such changes, using eye-tracking software.",Another look at boredom in language instruction: The role of the predictable and the unexpected,10.14746/ssllt.2021.11.1.2,"Kruk et al., 2021",It reports a study which examined the changes in the levels of boredom experienced by 13 English majors in four EFL classes and the factors accounting for such changes.,needs_nuance,high,"The paper states verbatim that it 'examined the changes in the levels of boredom experienced by 13 English majors in four EFL classes', and lists its sources as 'boredom grids, narratives, interviews, class evaluations and lesson plans' with no hit anywhere for 'eye-track', so the claim's added instrument is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper states verbatim that it 'examined the changes in the levels of boredom experienced by 13 English majors in four EFL classes', and lists its sources as 'boredom grids, narratives, interviews, class evaluations and lesson plans' with no hit anywhere for 'eye-track', so the claim's added instrument is not stated by the cited paper."
ann-38,"All of the participants highly stressed the importance of being fully competent in the language, to know about the language, and to know effective language teaching strategies.",Identity of foreign language pre-service teachers to speakers of other languages: Insights from Brazil and Chile,10.14483/22487085.14086,"Archanjo et al., 2019","All of the participants highly stressed the importance of being fully competent in the language, to know about the language, and to know effective language teaching strategies.",verified,high,"The passage repeats the claim word for word, including 'the importance of being fully competent in the language'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word, including 'the importance of being fully competent in the language'."
ann-39,"The motivation of bored students is higher since they are disengaged from school subjects or tasks, which results in their inability to concentrate or simply manifest interest and joy (Pekrun & Linnenbrink-Garcia, 2012).",Another look at boredom in language instruction: The role of the predictable and the unexpected,10.14746/ssllt.2021.11.1.2,"Kruk et al., 2021","The motivation of bored students is lower since they are disengaged from school subjects or tasks, which results in their inability to concentrate or simply manifest interest and joy (Pekrun & Linnenbrink-Garcia, 2012).",unsupported,high,"The paper says 'The motivation of bored students is lower', contradicting the claim's 'The motivation of bored students is higher'.",annotator3_C,2026-09-07,unsupported,"The paper says 'The motivation of bored students is lower', contradicting the claim's 'The motivation of bored students is higher'."
ann-40,"It is worth mentioning the four participants were selected from a pool of 32 students, which indicates their anonymous reviews were not typically from each other.","Towards Understanding Teacher Mentoring, Learner WCF Beliefs, and Learner Revision Practices Through Peer Review Feedback: A Sociocultural Perspective",10.17323/jle.2022.15962,"Gao & Wang, 2022","It is worth mentioning the four participants were selected from a pool of 23 students, which indicates their anonymous reviews were not typically from each other.",unsupported,high,"The paper says the four participants 'were selected from a pool of 23 students', contradicting the claim's 'a pool of 32 students'.",annotator3_C,2026-09-07,unsupported,"The paper says the four participants 'were selected from a pool of 23 students', contradicting the claim's 'a pool of 32 students'."
ann-41,"In these studies, we found that interaction in the form of group tasks with student-student interaction only rarely took place, among heritage speakers.",Whole class interaction in the adult L2-classroom,10.17011/apples/urn.201903251959,"Wedin & Shaswar, 2019","In these studies, we found that interaction in the form of group tasks with student-student interaction only rarely took place.",needs_nuance,high,"The paper's sentence ends at 'only rarely took place' and its cached text contains no occurrence of 'heritage', so the claim's added population 'among heritage speakers' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at 'only rarely took place' and its cached text contains no occurrence of 'heritage', so the claim's added population 'among heritage speakers' is not stated by the cited paper."
ann-42,"A content analysis of 32 interviews revealed four factors that accounted for changes in engagement during tasks: task design (e.g., task familiarity), task process (e.g., instances of collaboration), task condition (e.g., communication mode), and learner factors (e.g., perceptions of proficiency), among heritage speakers.",Dynamic engagement in second language computer-mediated collaborative writing tasks: Does communication mode matter?,10.14746/ssllt.2022.12.1.4,"Aubrey, 2022","A content analysis of 32 interviews revealed four factors that accounted for changes in engagement during tasks: task design (e.g., task familiarity), task process (e.g., instances of collaboration), task condition (e.g., communication mode), and learner factors (e.g., perceptions of proficiency).",needs_nuance,high,"The paper's sentence ends at 'learner factors (e.g., perceptions of proficiency)' and its cached text contains no occurrence of 'heritage', so the claim's added population 'among heritage speakers' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at 'learner factors (e.g., perceptions of proficiency)' and its cached text contains no occurrence of 'heritage', so the claim's added population 'among heritage speakers' is not stated by the cited paper."
ann-43,"Their perception of stress was positively and significantly correlated with the number of stressors (r = .397, p < .003), with those who reported higher levels of stress appearing to have a larger number of stressors.","Towards Understanding Teacher Mentoring, Learner WCF Beliefs, and Learner Revision Practices Through Peer Review Feedback: A Sociocultural Perspective",10.17323/jle.2022.15962,"Gao & Wang, 2022",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited peer review paper's cached text contains no 'stressor', 'perception of stress' or 'r = .397', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited peer review paper's cached text contains no 'stressor', 'perception of stress' or 'r = .397', so the citation does not address the claim."
ann-44,"With regard to how GELT can be added to such a classroom, two general paths seem to be possible.",CEFR: A Global Framework for Global Englishes?,10.55593/ej.26103a1,"Savski & Prabjandee, 2022","With regard to how GELT can be added to such a classroom, two general paths seem to be possible.",verified,high,"The passage repeats the claim word for word: 'With regard to how GELT can be added to such a classroom, two general paths seem to be possible'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word: 'With regard to how GELT can be added to such a classroom, two general paths seem to be possible'."
ann-45,"However, she also speculated that text-chat might benefit lower proficiency learners because of the slower pace of interaction and the visual aspect of text-chat output.",Whole class interaction in the adult L2-classroom,10.17011/apples/urn.201903251959,"Wedin & Shaswar, 2019",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited whole class interaction paper's cached text contains no 'text-chat', 'slower pace' or 'proficiency learners', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited whole class interaction paper's cached text contains no 'text-chat', 'slower pace' or 'proficiency learners', so the citation does not address the claim."
