ann_id,item_id,final_label,source,rationale,evidence_mode,construction_category,expected_label,agrees_with_construction,countersigned_by,countersigned_at
annr-11,real-test-16,unsupported,unanimous,"The paper makes no 80/20 recommendation. Its recommendation reads ""Hence, we recommend that future research be conducted to examine student achievement in blended courses where lectures are online and face-to-face tutorial sessions are held."" Its best rated model was two thirds online, in ""Blend OLCT had an equivalent of two-thirds of the course online"" followed by a page header and then ""one third face-to-face"". The only appearance of 80 per cent is a finding the paper cites from elsewhere: ""Zhao et al. (2005) found that students in courses with 60% to 80% of time spent online achieved higher than those who spent more time online."" The unanimous unsupported label stands.",passage,,,,,
annr-12,real-test-13,verified,unanimous,"The abstract reads ""Analysis of the web access data from the learning management system (Sakai) demonstrated that students who accessed the most resources in terms of diversity and percentage of available resources achieved higher grades."" The named platform and the positive association between online resource access and achievement are both stated, so the unanimous verified label stands.",passage,,,,,
annr-13,real-test-14,verified,unanimous,"The paper’s suggestions read ""However, although their perceptions about mobile technology are high, their usage rates are low."" That is the high interest with low actual use the claim reports, so the unanimous verified label stands.",passage,,,,,
annr-14,real-test-15,needs_nuance,adjudicated,"Adjudicated: the sessions split two to one, verified against needs_nuance, so the item was decided from the cited paper’s cached text. The setting matches: ""In the academic year 2011-2012, 240 students from An-Najah National University, Palestine enrolled in four sections of an undergraduate Educational Technology course"". The strength does not. The paper’s own summary is ""A majority of students showed a positive attitude to learning via Facebook"", and the same results section reports ""Sixty percent of students expressed concerns that they were distracted from concentrating on their studies as they switched to different resources"" and ""A high percentage (78%) indicated that they needed timely and effective support in understanding how to use it effectively"". The paper also declines the efficacy framing the claim uses, closing with ""the challenge for researchers is to evaluate how emerging technologies will enhance learners’ achievements in different contexts"". A majority holding a positive attitude, reported alongside 60 per cent describing distraction and no measure of achievement, is weaker than strong acceptance as an effective way to learn, so the claim overstates the paper and the label is needs_nuance rather than verified.",passage,,,,,
annr-15,real-test-20,verified,unanimous,"The paper reads ""Examining a nine-year-long FLP in retrospect (diachronic perspective), and its implications for the child’s linguistic development at present (synchronic perspective)"", drawing on ""an Indian-Iranian transnational family with a nine-year-old daughter"". The duration, the retrospective design and the family all match, so the unanimous verified label stands.",passage,,,,,
annr-16,real-test-24,needs_nuance,unanimous,"The paper supports only the weaker statement ""Results showed that structural relations exist between conceptions of constructivist learning and regulation and processing strategies"" for students in ""a constructivist, problem-based learning curriculum"". The specific positive links the claim names were not found: ""In both hypothesized models, conceptions of knowledge construction did not show significant relationships with regulation strategies"", and ""No other conceptions of constructivist learning had significant relationships with self-regulation."" The unanimous needs_nuance label stands.",passage,,,,,
annr-17,real-test-21,verified,unanimous,"The paper’s stated topic is the design and implementation of digital resources for formative assessment, and its study reads ""The experimental part was conducted in 36 4th, 5th, 6th and 7th-grade classes from three different clusters over two consecutive school years (2014-15 and 2015-16) in northwestern Italy."" The paper itself splits those grades into ""In primary school classes (grades 4-5)"" and ""In lower secondary school (especially in grade 7)"", so the elementary and secondary Italian classrooms in the claim are the paper’s own. The unanimous verified label stands.",passage,,,,,
annr-18,real-test-19,needs_nuance,unanimous,"The paper does report a formal mediation analysis: ""Improvements in carer behaviour during book-sharing, but not during toy play, mediated intervention effects on all infant cognitive outcomes"". The mediated share of the language effects is mostly small: ""improvement in carer-child reciprocity during book-sharing significantly predicted CDI-U scores (p=0.027), CDI-U/S scores (p=0.004), and ECVT scores (p=0.013), mediating 8.97%, 15.79%, and 11.75%, respectively, of the effect of the intervention on these child outcomes."" Only the PPVT-R effect is mostly mediated, at ""58.82% of the effect of intervention"". Much of the improvement in child language therefore overstates what the analysis found for the language measures, and the unanimous needs_nuance label stands.",passage,,,,,
annr-19,real-test-04,verified,unanimous,"The abstract reads ""Drawing on bibliographic data of the top cited articles in three main adult education journals between 2005 and 2012, we illustrate how the citation patterns have tendencies of homogeneity when it comes to the geographical country of authorship, since the USA, UK, Australia and Canada dominate, as well as the research methods adopted, since qualitative approaches have near total dominance."" The three journals are named as ""Adult Education Quarterly (AEQ) (USA), International Journal of Lifelong Education (IJLE) (UK) and Studies in Continuing Education (SICE) (Australia)"". The phrase the claim quotes is the paper’s own, so the unanimous verified label stands.",passage,,,,,
annr-20,real-test-17,needs_nuance,unanimous,"The paper measured satisfaction only, and attributes the 15 per cent to software simulations rather than to a blended against classroom comparison: ""Statistical analysis confirm that the use of simulation for teaching can improve student learning satisfaction by an additional 15% and results show two cohorts agree with this outcome."" No performance or attainment outcome is reported for that comparison, so the claim adds an outcome the paper does not state and the unanimous needs_nuance label stands.",passage,,,,,
annr-21,real-test-07,verified,unanimous,"The paper’s own summary reads ""It was found that EFL learners from a mixed-ability group were engaged in media literacy practices, mainly when they reflected upon news through their realities, beliefs, and attitudes"", and its results are that students ""acquired diverse strategies that helped them discuss messages from different media outlets, express their personal opinions, and gather additional information to support their findings"". It also states ""The first step to developing critical thinking is analyzing and creating meaning from any content that is taught."" The critical thinking and the personal engagement in interpreting media messages are both stated, so the unanimous verified label stands.",passage,,,,,
annr-22,real-test-08,verified,unanimous,"The paper reads ""On average, the student employment rate is around 47% in Europe"" and ""In the United States the number of employed students has consistently increased and reaches now 49% of students in the 4-year universities (US Department of Labor 2007)."" Both figures in the claim are the paper’s own, so the unanimous verified label stands.",passage,,,,,
annr-23,real-test-22,needs_nuance,unanimous,"The paper does give the overview the claim describes: ""Possible causal factors may refer to characteristics of the task (or to the environment in which the task is performed), to characteristics of the subject performing the task, or to interactions between both"", with the subject characteristics named as ""subjects’ cognitive capabilities, cognitive style, preferences, and prior knowledge"". The word age does not occur anywhere in the cached text, so age as a causal factor is a detail the paper does not state and the unanimous needs_nuance label stands.",passage,,,,,
annr-24,real-test-10,verified,unanimous,"The paper video observed ""Five preschool teachers and 22 children aged 4-6"", and its discussion reads ""This is particularly exemplified in the observations when preschool teachers participate in the activities on IWB and take an active role, to teach valuable features of measurement, classification, value of money as well as numbers and order."" The observational design, the measuring, classifying and ordering activities and the active role of the whiteboard in the teachers’ scaffolding are all stated, so the unanimous verified label stands.",passage,,,,,
annr-25,real-test-09,needs_nuance,unanimous,"The finding is real but comes from one teacher: ""To reach the objective, a case study on an individual teacher was used in this research"", and ""However, the teacher is still on the substitution and augmentation stages in integrating ICT and hardly achieves modification and redefinition stages."" Generalising a single-teacher case study to EFL teachers in Indonesia is broader than the paper supports, so the unanimous needs_nuance label stands.",passage,,,,,
annr-26,real-test-02,verified,unanimous,"The abstract reads ""Using cluster analysis we found four concern profile types: the Carefree, the Pragmatic, the Uncertain and the Worried."" The grouping is by the teachers’ attitudes to a teaching innovation, with ""With their relatively high positive interests, the Carefree and the Pragmatic profile types"" being the more positive of the four. The four names and the attitude basis are the paper’s own, so the unanimous verified label stands.",passage,,,,,
