ann_id,claim_text,cited_paper_title,cited_paper_doi,cited_paper_first_author_year,cited_paper_passage,annotator_label,annotator_confidence,annotator_note,annotator_name,annotated_on
ann-11,"AI cannot ever replace us in these essential aspects of our work as educators, yet it might make our work less interesting, engaging, and innovative.","Exploring Applications of ChatGPT to English Language Teaching: Opportunities, Challenges, and Recommendations",10.55593/ej.27107int,"Kostka & Toncelli, 2023","AI cannot ever replace us in these essential aspects of our work as educators, yet it might make our work more interesting, engaging, and innovative.",unsupported,high,"Paper says AI ""might make our work more interesting, engaging, and innovative"", the opposite valence of the claim's ""less"".",Claude Opus annotator A (round 2),2026-09-05
ann-12,Findings of MANOVA demonstrated that learners who have higher PsyCap are more willing to communicate in English in comparison to learners with lower levels of PsyCap.,"The Role of Psychological Capital in Language Learners’ Willingness to Communicate, Motivation, and Achievement",10.32601/ejal.651346,"Khajavy et al., 2019",Findings of MANOVA showed that students who have higher PsyCap are more willing to communicate in English in comparison to students with lower levels of PsyCap.,verified,high,"Passage reports the same MANOVA result, ""students who have higher PsyCap are more willing to communicate in English""; only learners/students wording differs.",Claude Opus annotator A (round 2),2026-09-05
ann-13,"Real-time corrective feedback and predictive text are two technologies that have received very little attention in L2 research (Frankenberg-Garcia, 2019).","The Role of Psychological Capital in Language Learners’ Willingness to Communicate, Motivation, and Achievement",10.32601/ejal.651346,"Khajavy et al., 2019",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"Cited PsyCap paper's cached text has no hits for corrective feedback, predictive text, Frankenberg-Garcia or technology, so it does not address the claim.",Claude Opus annotator A (round 2),2026-09-05
ann-14,"In addition, Grammarly could be recommended to L2 students as a means to decrease lexical variation in their writing, as this study’s findings illustrate that lexical richness was enhanced in the Grammarly condition.",Examining the impact of Grammarly on the quality of mobile L2 writing,10.29140/jaltcall.v17n2.336,"Dizon & Gayed, 2021","In addition, Grammarly could be recommended to L2 students as a means to increase lexical variation in their writing, as this study’s findings illustrate that lexical richness was enhanced in the Grammarly condition.",unsupported,high,"Paper recommends Grammarly as a means to ""increase lexical variation"", contradicting the claim's ""decrease lexical variation"".",Claude Opus annotator A (round 2),2026-09-05
ann-15,"Empirical research is also needed to investigate students’ perceptions of AI (Chan & Hu, 2023) and effective practices and models of AI implementation in English language teaching.","Exploring Applications of ChatGPT to English Language Teaching: Opportunities, Challenges, and Recommendations",10.55593/ej.27107int,"Kostka & Toncelli, 2023","Empirical research is also needed to investigate students’ perceptions of AI (Chan & Hu, 2023) and effective practices and models of AI implementation in English language teaching.",verified,high,"Passage is identical to the claim, including ""students' perceptions of AI (Chan & Hu, 2023) and effective practices and models"".",Claude Opus annotator A (round 2),2026-09-05
ann-16,The challenge of this endeavor is to find an appropriate theoretical framework within which the notion of learning experience can be interpreted.,"Towards a better understanding of the L2 Learning Experience, the Cinderella of the L2 Motivational Self System",10.14746/ssllt.2019.9.1.2,"Dörnyei, 2019",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,"Item carries the marker ""Evidence withheld: no passage or paper text is available"", so no verification is possible.",Claude Opus annotator A (round 2),2026-09-05
ann-17,A look at the distribution shows a skew towards higher values for FLE and lower values for FLCA.,Are foreign language learners’ enjoyment and anxiety specific to the teacher? An investigation into the dynamics of learners’ classroom emotions,10.14746/ssllt.2020.10.1.3,"Dewaele & Dewaele, 2020",A look at the distribution shows a skew towards higher values for FLE and lower values for FLCA.,verified,high,"Passage is identical to the claim, ""a skew towards higher values for FLE and lower values for FLCA"".",Claude Opus annotator A (round 2),2026-09-05
ann-18,"Nevertheless, Matt and Joachim shared their feelings of self-doubt and incompetence which resulted from negative experiences related to their linguistic backgrounds and competencies.",Shifting from Native-Speakerism to Trans-Speakerism:  A Trioethnography of Language Teachers in Japan,10.55593/ej.27105a9,"Hiratsuka et al., 2023",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,"Item carries the marker ""Evidence withheld: no passage or paper text is available"", so no verification is possible.",Claude Opus annotator A (round 2),2026-09-05
ann-19,Brief data from the interviews and the narratives of one best fit candidate for each archetype are presented in the findings.,Tracing the signature dynamics of foreign language classroom anxiety and foreign language enjoyment: A retrodictive qualitative modeling,10.32601/ejal.710194,"SHİRVAN & TALEBZADEH, 2020",Brief data from the interviews and the narratives of one best fit candidate for each archetype are presented in the results.,verified,high,"Passage matches the claim apart from ""results"" versus ""findings"", both reporting ""one best fit candidate for each archetype"".",Claude Opus annotator A (round 2),2026-09-05
ann-20,"In accordance with this approach, the L2 Learning Experience can be defined as the perceived quality of the learners’ engagement with various aspects of the language learning process.","Towards a better understanding of the L2 Learning Experience, the Cinderella of the L2 Motivational Self System",10.14746/ssllt.2019.9.1.2,"Dörnyei, 2019","In accordance with this approach, the L2 Learning Experience can be defined as the perceived quality of the learners’ engagement with various aspects of the language learning process.",verified,high,"Passage is identical to the claim's definition, ""the perceived quality of the learners' engagement with various aspects of the language learning process"".",Claude Opus annotator A (round 2),2026-09-05
ann-21,"Statistical analysis revealed that while FLCA was constant with both teachers, FLE was significantly lower with the Main Teacher.",Are foreign language learners’ enjoyment and anxiety specific to the teacher? An investigation into the dynamics of learners’ classroom emotions,10.14746/ssllt.2020.10.1.3,"Dewaele & Dewaele, 2020","Statistical analysis revealed that while FLCA was constant with both teachers, FLE was significantly higher with the Main Teacher.",unsupported,high,"Paper reports FLE ""significantly higher with the Main Teacher"", the reverse of the claim's ""significantly lower"".",Claude Opus annotator A (round 2),2026-09-05
ann-22,The results revealed an effect size of 1.62 which can be interpreted as a large effect of the independent variable (CL) on the dependent variable (speaking skill).,The Impact of Cooperative Learning on Developing Speaking Ability and Motivation Toward Learning English,10.17323/jle.2019.9809,"Namaziandost et al., 2019",The results revealed an effect size of 0.81 which can be interpreted as a large effect of the independent variable (CL) on the dependent variable (speaking skill).,unsupported,high,"Paper reports ""an effect size of 0.81"", not the 1.62 asserted in the claim.",Claude Opus annotator A (round 2),2026-09-05
ann-23,"Seventeen participants (36%) reported using it to write the whole assignment for them, which is certainly a cause for concern.",Writing with AI: University Students’ Use of ChatGPT,10.17323/jle.2023.17379,"Črček & Patekar, 2023","Seventeen participants (18%) reported using it to write the whole assignment for them, which is certainly a cause for concern.",unsupported,high,"Paper reports ""Seventeen participants (18%)"", so the claim's 36% misstates the reported percentage.",Claude Opus annotator A (round 2),2026-09-05
ann-24,"Few studies used one-on-one oral interviews with their participants to understand their decision-making process and factors influencing their decisions, which in turn is relevant to their exertion of agency.",A Systematic Review on Pedagogical Translanguaging in TESOL,10.55593/ej.26103a4,"Kim & Weng, 2022","Most studies used one-on-one oral interviews with their participants to understand their decision-making process and factors influencing their decisions, which in turn is relevant to their exertion of agency.",unsupported,high,"Paper says ""Most studies used one-on-one oral interviews"", contradicting the claim's ""Few studies"".",Claude Opus annotator A (round 2),2026-09-05
ann-25,Seventeen students (18%) reported that they had used ChatGPT to produce the entire assignment.,Examining the impact of Grammarly on the quality of mobile L2 writing,10.29140/jaltcall.v17n2.336,"Dizon & Gayed, 2021",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"Cited Grammarly paper's cached text has zero hits for ChatGPT, Seventeen or entire assignment, so it does not address the claim.",Claude Opus annotator A (round 2),2026-09-05
ann-26,"In the other five areas of integrated regulation: identified motivation, introjected regulation, external regulation, and amotivation, results of ANCOVAs showed no significant difference between the two groups.",The Impact of Cooperative Learning on Developing Speaking Ability and Motivation Toward Learning English,10.17323/jle.2019.9809,"Namaziandost et al., 2019",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,"Item carries the marker ""Evidence withheld: no passage or paper text is available"", so no verification is possible.",Claude Opus annotator A (round 2),2026-09-05
ann-27,The performance of the experimental group after being exposed to CL activities showed no significant difference between the results of the experimental and control groups.,The Impact of Cooperative Learning on Developing Speaking Ability and Motivation Toward Learning English,10.17323/jle.2019.9809,"Namaziandost et al., 2019",The performance of the experimental group after being exposed to CL activities showed a significant difference between the results of the experimental and control groups.,unsupported,high,"Paper reports the experimental group showed ""a significant difference"" from the control group, contradicting the claim's ""no significant difference"".",Claude Opus annotator A (round 2),2026-09-05
ann-28,"As a result of these biases, NESTs need to expend no significant cognitive labor on their socio-cultural and linguistic tasks compared to their NNEST colleagues.",Shifting from Native-Speakerism to Trans-Speakerism:  A Trioethnography of Language Teachers in Japan,10.55593/ej.27105a9,"Hiratsuka et al., 2023","As a result of these biases, NESTs need to expend significant cognitive labor on their socio-cultural and linguistic tasks compared to their NNEST colleagues.",unsupported,high,"Paper says NESTs ""need to expend significant cognitive labor"", the opposite of the claim's ""no significant cognitive labor"".",Claude Opus annotator A (round 2),2026-09-05
ann-29,"In the other four areas of integrated regulation, introjected regulation, external regulation, and amotivation, both t-tests and effect sizes showed no significant improvements for both the experimental group and the control group.",The Impact of Cooperative Learning on Developing Speaking Ability and Motivation Toward Learning English,10.17323/jle.2019.9809,"Namaziandost et al., 2019","In the other four areas of integrated regulation, introjected regulation, external regulation, and amotivation, both t-tests and effect sizes showed no significant improvements for both the experimental group and the control group.",verified,high,"Passage is identical to the claim, ""both t-tests and effect sizes showed no significant improvements for both the experimental group and the control group"".",Claude Opus annotator A (round 2),2026-09-05
ann-30,"Another finding is that in some studies situated in EFL contexts, interviews were conducted in participants‟ first languages, and later, interview transcriptions were translated into English.",Shifting from Native-Speakerism to Trans-Speakerism:  A Trioethnography of Language Teachers in Japan,10.55593/ej.27105a9,"Hiratsuka et al., 2023",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"Cited trioethnography's cached text has no transcription-translation statement; interviews were with the three authors and only ""recorded and transcribed in full"" appears.",Claude Opus annotator A (round 2),2026-09-05
