dataset,run,record_id,title,reason,category,notes
van_de_Schoot_2017,A,1954,"Profiles of Childhood Trauma: Betrayal, Frequency, and Psychological Distress in Late Adolescence","Latent profile analysis of childhood trauma co-occurrence, not longitudinal PTSD trajectories.",FN-DEF,
van_de_Schoot_2017,A,1035,Course of recovery for whiplash associated disorders in a compensation setting,Whiplash recovery trajectories based on disability; not PTSD symptoms following trauma criterion A1.,FN-POP,
van_de_Schoot_2017,A,5553,Examining the dimensionality of combat-related posttraumatic stress and depressive symptoms in treatment-seeking OEF/OIF/OND veterans,Factor analysis of PTSD/depression measures; not longitudinal trajectory clustering.,FN-DEF,
van_de_Schoot_2017,A,2727,Stress-related responses after 3 years of exposure to terror in Israel: Are ideological-religious factors associated with resilience?,Stress responses after terror exposure; no evidence of trajectory clustering method applied.,FN-DEF,
van_de_Schoot_2017,A,450,Latent classes of childhood trauma exposure predict the development of behavioral health outcomes in adolescence and young adulthood,Latent classes of childhood trauma exposure predicting outcomes; not PTSD symptom trajectories after event.,FN-POP,
van_de_Schoot_2017,A,4313,Dimensional structure and prospective evolution of posttraumatic stress symptomatology in World Trade Center responders,CFA of PTSD symptom dimensionality; no longitudinal trajectory clustering method applied.,FN-DEF,
van_de_Schoot_2017,A,4363,From prepartum to postpartum: Profiles and maternal symptomatology,"Focuses on prepartum psychological profiles and fear of childbirth, not PTSD trajectories after traumatic event.",FN-POP,
van_de_Schoot_2017,A,2815,Profile analyses of the Personality Assessment Inventory following military-related traumatic brain injury,"Cluster analysis of PAI profiles after TBI, not longitudinal PTSD trajectory clustering.",FN-DEF,
van_de_Schoot_2017,A,5482,Profiles of Resilience and Growth in Youth With Cancer and Healthy Comparisons,Uses latent profile analysis cross-sectionally on PTS/PTG in youth with cancer; not longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,2522,Cluster analysis of MCMI and MCMI-II on chronic PTSD victims,"Cluster analysis of personality inventory profiles, not longitudinal PTSD symptom trajectories.",FN-DEF,
van_de_Schoot_2017,A,5975,"Erratum for ""Posttraumatic stress after a motor vehicle accident: A six-month follow-up study utilizing latent growth modeling""","Erratum/correction notice, not original study with trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,2803,A comparison of PTSD symptom patterns in three types of civilian trauma,"Cross-sectional comparison of PTSD symptom profiles across trauma types, no longitudinal trajectories.",FN-DESIGN,
van_de_Schoot_2017,A,1110,"Trajectories and associated factors of quality of life, global outcome, and post-concussion symptoms in the first year following mild traumatic brain injury","Focuses on quality of life, global outcome, and post-concussion symptoms after mTBI, not PTSD trajectories.",FN-POP,
van_de_Schoot_2017,A,1773,"Profiles of adult survivors of severe sexual, physical and emotional institutional abuse in Ireland","Cross-sectional profiles of institutional abuse survivors, no longitudinal trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,4305,Post-traumatic stress symptoms in relatives in the first weeks after severe traumatic brain injury,Prospective cross-sectional study of PTS in relatives after TBI; not longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,477,Post-traumatic stress disorder and the outcome of dialectical behaviour therapy for borderline personality disorder,BPD treatment outcome study examining PTSD comorbidity; no trajectory clustering method applied.,FN-DEF,
van_de_Schoot_2017,A,4125,The impact of caregiver distress on the longitudinal development of child acute post-traumatic stress disorder symptoms in pediatric injury victims,"Uses SEM and hierarchical regressions, not LGMM/LCGA/hierarchical cluster analysis for trajectories.",FN-DEF,
van_de_Schoot_2017,A,2826,"Deconstructing PTSD: Traumatic Experiences, Posttraumatic Symptom Clusters, and Mental Health Problems among Delinquent Youth",Cross-sectional path analysis of PTSD symptom clusters; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,4771,Single Mother's Adverse and Traumatic Experiences and Post-Traumatic Stress Symptoms,Cross-sectional study of single mothers' trauma exposure and current PTSD symptoms; no longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,2289,Early trajectory of psychiatric symptoms after traumatic brain injury: Relationship to patient and injury characteristics,TBI psychiatric symptom trajectory study; unclear if clustering method or PTSD-specific; likely not LGMM/LCGA.,FN-DEF,
van_de_Schoot_2017,A,1539,Exposure to trauma and posttraumatic stress disorder symptoms in older veterans attending primary care: Comorbid conditions and self-rated health status,"Cross-sectional screening of older veterans, no longitudinal trajectory clustering method.",FN-DESIGN,
van_de_Schoot_2017,A,5062,Post-traumatic stress symptoms in parental dyads of children diagnosed with cancer: A longitudinal analysis,Focuses on parental PTSS trajectories but no clustering method (LGMM/LCGA) mentioned in abstract.,FN-DEF,
van_de_Schoot_2017,A,2516,Posttraumatic stress and symptom improvement in Norwegian tourists exposed to the 2004 tsunami - a longitudinal study,Longitudinal tsunami PTSD study but no evidence of LGMM/LCGA/clustering trajectory method.,FN-DEF,
van_de_Schoot_2017,A,4022,Examining a comprehensive model of disaster-related posttraumatic stress disorder in systematically studied survivors of 10 disasters,"Predictors of PTSD in disaster survivors, no trajectory clustering method.",FN-DEF,
van_de_Schoot_2017,A,4407,Risk and Resilience Factors among Italian Municipal Police Officers Exposed to Critical Incidents,"Cross-sectional cluster analysis of risk/protective factors, not longitudinal PTSD trajectory modelling.",FN-DESIGN,
van_de_Schoot_2017,A,1872,Influence of bodily injuries on symptom reporting following uncomplicated mild traumatic brain injury in US military service members,"Examines bodily injuries, traumatic stress, and postconcussion symptoms; no trajectory clustering method described.",FN-DEF,
van_de_Schoot_2017,A,1627,The structure of PTSD symptoms: A test of alternative models using confirmatory factor analysis,,FN-OTHER,
van_de_Schoot_2017,A,5138,Post-traumatic stress symptoms in long-term non-Hodgkin's lymphoma survivors: Does time heal?,Longitudinal PTSD symptom study in cancer survivors but no clustering method mentioned in abstract.,FN-DEF,
van_de_Schoot_2017,A,4304,Post-traumatic stress symptoms in relatives in the first weeks after severe traumatic brain injury,Prospective cross-sectional short-term study; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,1809,Posttraumatic stress symptoms in children of mothers diagnosed with breast cancer,Cross-sectional comparison of PTSD symptoms in children of cancer mothers; no clustering method or longitudinal design.,FN-DESIGN,
van_de_Schoot_2017,A,303,Multisample cross-validation of a model of childhood posttraumatic stress disorder symptomatology,"Cross-validates PTSD symptom dimensionality model, not longitudinal trajectory clustering.",FN-DEF,
van_de_Schoot_2017,A,1779,Comparative study of trauma-related phenomena in subjects with pseudoseizures and subjects with epilepsy,Cross-sectional comparison of trauma phenomena; no longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,3692,Student-teacher relationship trajectories and mental health problems in young children,"Trajectories of student-teacher relationship quality, not PTSD symptoms following trauma.",FN-POP,
van_de_Schoot_2017,A,1789,Can we influence the trajectory of psychological consequences to terrorism?,"No abstract available; title suggests intervention influence, not trajectory clustering.",FN-ABS,
van_de_Schoot_2017,A,2521,Cluster analysis of MCMI and MCMI-II on chronic PTSD victims,"Cluster analysis of MCMI profiles in chronic PTSD inpatients; cross-sectional, not longitudinal trajectories.",FN-DESIGN,
van_de_Schoot_2017,A,719,Beyond resilience and PTSD: Mapping the heterogeneity of responses to potential trauma,Conceptual/theoretical mapping of heterogeneity of trauma responses; no longitudinal clustering method described in abstract.,FN-DESIGN,
van_de_Schoot_2017,A,5145,The contribution of psychological factors to recovery after mild traumatic brain injury: Is cluster analysis a useful approach?,"Cluster analysis of psychological factors after MTBI, but not identifying PTSD symptom trajectories longitudinally.",FN-DEF,
van_de_Schoot_2017,A,4734,One-year trajectories of depression and anxiety symptoms in older patients presenting in general practice with musculoskeletal pain: A latent class growth analysis,"Focuses on depression/anxiety trajectories in musculoskeletal pain, not PTSD following a traumatic event.",FN-POP,
van_de_Schoot_2017,A,3705,Differential Predictors of Transient Stress Versus Posttraumatic Stress Disorder: Evaluating Risk Following Targeted Mass Violence,Investigates predictors of PTSS after mass shooting; no explicit clustering method or trajectory identification described.,FN-DEF,
van_de_Schoot_2017,A,2505,The role of shame in distinguishing perpetrators of intimate partner violence in U.S. veterans,"Cross-sectional study of shame, IPV and PTSD in veterans; no trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,5958,Physical health and posttraumatic stress disorder symptoms in women experiencing intimate partner violence,"Correlational cross-sectional study of IPV, physical health, PTSD; no trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,3667,Trajectories of attachment insecurities over a 17-year period: A latent growth curve analysis of the impact of war captivity and posttraumatic stress disorder,"Latent growth curve analysis of attachment insecurities, not PTSD trajectories; outcome is attachment.",FN-POP,
van_de_Schoot_2017,A,1406,"Posttraumatic stress disorder, poor physical health and substance use behaviors in a national trauma-exposed sample","Cross-sectional structural equation modeling of PTSD, health, substance use; no trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,2270,Assessing possible DSM-5 ASD subtypes in a sample of victims meeting caseness for DSM-5 ASD based on self-report following multiple forms of traumatic exposure,"Investigates ASD subtypes, not longitudinal trajectory clustering of PTSD symptoms.",FN-DEF,
van_de_Schoot_2017,A,5606,Long-term mental health of Vietnamese refugees in the aftermath of trauma,Long-term mental health of refugees; no evidence of LGMM/LCGA/clustering trajectory methods.,FN-DEF,
van_de_Schoot_2017,A,932,Treatment type and demographic characteristics as predictors for cancer adjustment: Prospective trajectories of depressive symptoms in a population sample,"Study focuses on depressive symptoms in cancer patients, not PTSD trajectories following a traumatic event.",FN-POP,
van_de_Schoot_2017,A,1691,Pharmacokinetics and metabolism of SRX246: A potent and selective vasopressin 1a antagonist,Pharmacokinetic/pharmacology study unrelated to PTSD trajectories or clustering.,FN-OTHER,
van_de_Schoot_2017,A,1925,Heterogeneous patterns of stress over the four years of college: Associations with anxious attachment and ego-resiliency,"Stress patterns over college years, not PTSD following DSM-IV A1 traumatic event.",FN-POP,
van_de_Schoot_2017,A,3545,Service use patterns and mental health symptoms among adolescents exposed to multiple types of trauma,Latent class analysis of trauma subgroups and service use; not longitudinal PTSD trajectory clustering.,FN-DEF,
van_de_Schoot_2017,A,1106,Profiles of emotion regulation: Understanding regulatory patterns and the implications for posttraumatic stress,Profiles of emotion regulation related to PTS; not longitudinal trajectory clustering of PTSD symptoms.,FN-DEF,
van_de_Schoot_2017,A,5682,The association between posttraumatic stress symptoms and functional impairment during ongoing conflict in the Democratic Republic of Congo,Cross-sectional study of PTSD symptoms and functional impairment in DRC; no longitudinal trajectory clustering described.,FN-DESIGN,
van_de_Schoot_2017,A,6188,A discriminant analysis of variables related to post-traumatic stress disorder among a group of Vietnam veterans,"Discriminant analysis, not longitudinal trajectory clustering; no abstract available.",FN-ABS,
van_de_Schoot_2017,A,4089,"Configurations of early risk and their association with academic, cognitive, emotional and behavioural outcomes in middle childhood","Latent class analysis of early childhood risk factors, not PTSD trajectories.",FN-POP,
van_de_Schoot_2017,A,2276,Volunteers and professional rescue workers: Traumatization and adaptation after an avalanche disaster,"No abstract; title suggests descriptive traumatization study, no trajectory clustering method evident.",FN-ABS,
van_de_Schoot_2017,A,899,"Mental health status of World Trade Center rescue and recovery workers and volunteers-New York City, July 2002-August 2004","No abstract; title suggests epidemiological surveillance report, no trajectory clustering method evident.",FN-ABS,
van_de_Schoot_2017,A,1765,"Basic emotion profiles in healthy, chronic pain, depressed and PTSD individuals",Cross-sectional comparison of emotion profiles across groups; no longitudinal trajectory clustering of PTSD.,FN-DESIGN,
van_de_Schoot_2017,A,3445,Trajectories of posttraumatic growth and depreciation after two major earthquakes,"Trajectories of posttraumatic growth/depreciation, not PTSD symptoms; outcome is growth not PTSD.",FN-POP,
van_de_Schoot_2017,A,430,Profile Analysis of the Neurobehavioral and Psychiatric Symptoms Following Combat-Related Mild Traumatic Brain Injury: Identification of Subtypes,"Cluster analysis of neurobehavioral symptoms after mTBI, not longitudinal trajectory clustering of PTSD.",FN-DEF,
van_de_Schoot_2017,A,1617,Psychological adjustment one year after the diagnosis of breast cancer: A prototype study of delayed post-traumatic stress disorder,One-year follow-up of breast cancer patients examining PTSD prevalence; no clustering method applied.,FN-DEF,
van_de_Schoot_2017,A,4406,Risk and Resilience Factors among Italian Municipal Police Officers Exposed to Critical Incidents,"Cluster analysis on risk/protective factors, not on PTSD symptom trajectories over time.",FN-DEF,
van_de_Schoot_2017,A,3364,Course of trauma sequelae in ex-political prisoners in the GDR: A 15-year follow-up study,15-year follow-up of ex-political prisoners examining diagnosis course; no clustering method described.,FN-DEF,
van_de_Schoot_2017,A,3088,Trajectories of psychological distress among Chinese women diagnosed with breast cancer,"No abstract; title concerns breast cancer distress, not trauma-related PTSD trajectories.",FN-ABS,
van_de_Schoot_2017,A,2079,Is prolonged grief distinct from bereavement-related posttraumatic stress?,"Focuses on distinguishing prolonged grief from PTSD symptoms, not on trajectory clustering methods.",FN-DEF,
van_de_Schoot_2017,A,1467,"Trauma exposure, posttraumatic stress, and psychiatric comorbidity in female juvenile offenders",Cross-sectional assessment of PTSD in juvenile offenders; no longitudinal trajectory clustering method described.,FN-DESIGN,
van_de_Schoot_2017,A,1624,Predicting criminality from child maltreatment typologies and posttraumatic stress symptoms,"Focus on abuse typologies and criminality prediction, not PTSD trajectory clustering methods.",FN-POP,
van_de_Schoot_2017,A,4176,"Trauma memories, mental health, and resilience: a prospective study of Afghan youth","Two waves only, not three; prospective Afghan youth study without trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,3353,Impact of pre-enlistment antisocial behaviour on behavioural outcomes among UK military personnel,"Focuses on antisocial behaviour and aggression in military personnel, not PTSD trajectory clustering.",FN-POP,
van_de_Schoot_2017,A,5690,PMTS and stress response sequences in parents of children with spina bifida,PMTS in parents of spina bifida children; no clustering method applied.,FN-DEF,
van_de_Schoot_2017,A,4241,Posttraumatic stress disorder and chronic musculoskeletal pain: How are they related?,Focus on PTSD and chronic pain comorbidity; no trajectory clustering method described.,FN-DEF,
van_de_Schoot_2017,A,557,Predictors of the long-term course of comorbid PTSD: A naturalistic prospective study,"Naturalistic prospective study of PTSD course using survival analysis, no clustering method mentioned.",FN-DEF,
van_de_Schoot_2017,A,1595,"Post-traumatic stress disorder, depression, and anxiety among Gaza Strip adolescents in the wake of the second Uprising (Intifada)",Psychological effects of violence in adolescents; no longitudinal clustering trajectory method.,FN-DEF,
van_de_Schoot_2017,A,4457,Resilience in the Face of Coping With a Severe Physical Injury: A Study of Trajectories of Adjustment in a Rehabilitation Setting,"Rehabilitation setting with physical injury; abstract truncated but focuses on adjustment trajectories, not clearly PTSD clustering with LGMM/LCGA.",FN-ABS,
van_de_Schoot_2017,A,4879,Neonaticide: A classification of female perpetrators in an east-west comparison,Classification of neonaticide perpetrators; not PTSD trajectories after trauma with clustering methods.,FN-POP,
van_de_Schoot_2017,A,331,"Attachment typologies and posttraumatic stress disorder (PTSD), depression and anxiety: a latent profile analysis approach","Latent profile analysis of attachment typologies, not PTSD symptom trajectories after trauma.",FN-POP,
van_de_Schoot_2017,A,2410,"Trajectories of Resilience, Resistance, and Distress During Ongoing Terrorism: The Case of Jews and Arabs in Israel",Only two time points of data collection; fewer than three measurement waves required.,FN-DESIGN,
van_de_Schoot_2017,A,1435,Post traumatic stress psychopathology 8 years after a flooding in Italy,Cross-sectional PTSD assessment 8 years post-flooding; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,1434,"Victimization Profiles, Non-Suicidal Self-Injury, Suicide Attempt, and Post-Traumatic Stress Disorder Symptomology: Application of Latent Class Analysis","Cross-sectional latent class analysis of victimization profiles, not longitudinal PTSD trajectories.",FN-DESIGN,
van_de_Schoot_2017,A,1386,Prospective evaluation of parent distress following pediatric burns and identification of risk factors for young child and parent posttraumatic stress disorder,Prospective parent distress study but no clustering method applied to trajectories.,FN-DEF,
van_de_Schoot_2017,A,1928,Heterogeneity in Rodents' Fear Extinction Learning: Implications for Translational Models of Stress Responses,"Rodent fear extinction study, not human longitudinal PTSD trajectory clustering.",FN-POP,
van_de_Schoot_2017,A,2668,Traumatic Stress Symptomatology After Child Maltreatment and Single Traumatic Events: Different Profiles,Cross-sectional profile comparison of PTSD symptoms after child maltreatment vs single trauma; no longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,2611,Posttraumatic stress disorder after liver transplantation,Cross-sectional study of PTSD after liver transplantation; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,393,Co-occurring posttraumatic stress and depression symptoms after sexual assault: A latent profile analysis,"Latent profile analysis is cross-sectional, not longitudinal trajectory modelling; no growth mixture.",FN-DESIGN,
van_de_Schoot_2017,A,2480,Profiles of Connectedness: Processes of Resilience and Growth in Children With Cancer,"Latent profile analysis of connectedness, not longitudinal PTSD trajectory clustering.",FN-DEF,
van_de_Schoot_2017,A,3414,Measurement invariance of posttraumatic stress disorder symptoms among U.S. military personnel,"Cross-sectional factor structure/measurement invariance study, no trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,4244,Bullying boys: The traumatic effects of bullying in male adolescent learners,Cross-sectional study of bullying and trauma symptoms; no longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,327,Identifying latent profiles of posttraumatic stress and major depression symptoms in Canadian veterans: Exploring differences across profiles in health related functioning,"Latent profile analysis is cross-sectional, not longitudinal trajectory clustering of PTSD.",FN-DESIGN,
van_de_Schoot_2017,A,1888,Adult sexual abuse is associated with elevated neurohormone levels among women with PTSD due to childhood sexual abuse,"Neurohormone study, cross-sectional, no trajectory clustering method.",FN-DESIGN,
van_de_Schoot_2017,A,3273,Short and longer-term psychological consequences of Operation Cast Lead: Documentation from a mental health program in the Gaza Strip,"Mental health program documentation, no LGMM/LCGA/cluster trajectory analysis described.",FN-DEF,
van_de_Schoot_2017,A,3336,Relationships between psychopathological and demographic variables and posttraumatic growth among holocaust survivors,Cross-sectional study of 23 Holocaust survivors examining posttraumatic growth correlates; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,2129,Narrative Focus Predicts Symptom Change Trajectories in Group Treatment for Traumatized and Bereaved Adolescents,Pilot treatment study with 33 adolescents; no LGMM/LCGA/hierarchical cluster trajectory analysis described.,FN-DEF,
van_de_Schoot_2017,A,2539,Developmental course of early-life trauma: Later-life sleep and traumatic stress,"Cross-sectional relations between trauma timing, sleep, and PTSD; no trajectory clustering method.",FN-DESIGN,
van_de_Schoot_2017,A,4259,Longitudinal course of posttraumatic stress disorder and posttraumatic stress disorder symptoms in a community sample of adolescents and young adults,Longitudinal community study of PTSD course but no LGMM/LCGA/clustering method evident in abstract.,FN-DEF,
van_de_Schoot_2017,A,1879,A comparison of mother-child joint admission for postnatal mental disorders in different countries,Mother-child joint admission for postnatal mental disorders; not PTSD trajectory clustering.,FN-POP,
van_de_Schoot_2017,A,3567,Event-based prospective memory among veterans: The role of posttraumatic stress disorder symptom severity in executing intentions,"Prospective memory study in veterans, no longitudinal trajectory clustering of PTSD.",FN-DEF,
van_de_Schoot_2017,A,558,Predictors of the long-term course of comorbid PTSD: A naturalistic prospective study,"Naturalistic prospective study of PTSD course using survival analysis, not LGMM/LCGA clustering.",FN-DEF,
van_de_Schoot_2017,A,1899,Discriminant analysis of the posttraumatic stress disorder among a group of Viet Nam veterans,"Cross-sectional discriminant analysis, not longitudinal trajectory clustering of PTSD.",FN-DESIGN,
van_de_Schoot_2017,A,1933,Quantitative forecasting of PTSD from early trauma responses: A Machine Learning application,Machine learning prediction of PTSD; no LGMM/LCGA/hierarchical cluster trajectory method.,FN-DEF,
van_de_Schoot_2017,A,3737,"Well-being, posttraumatic growth and benefit finding in long-term breast cancer survivors",Breast cancer survivors posttraumatic growth study; no trajectory clustering method described.,FN-DEF,
van_de_Schoot_2017,A,4339,Profile of two cohorts: Uk and us prospective studies of military health,"No abstract; title indicates military health cohort profiles, no trajectory clustering evident.",FN-ABS,
van_de_Schoot_2017,A,2824,Introduction to Part I: Trauma and Juvenile Delinquency: Dynamics and Developmental Mechanisms,Introduction to special issue on trauma and juvenile delinquency; no longitudinal trajectory clustering.,FN-DEF,
van_de_Schoot_2017,A,5901,Deployment risk factors and postdeployment health profiles associated with traumatic brain injury in heavy drinking Veterans,Focus on TBI and heavy drinking veterans' health profiles; not PTSD trajectory clustering study.,FN-POP,
van_de_Schoot_2017,A,2010,Military-related posttraumatic stress disorder and intimate relationship behaviors: A developing dyadic relationship model,"Qualitative grounded theory dyadic relationship study, not trajectory clustering.",FN-DESIGN,
van_de_Schoot_2017,A,3973,Response to psychotherapy for posttraumatic stress disorder: The role of pretreatment verbal memory performance,"Treatment response study examining verbal memory and psychotherapy outcome, not trajectory clustering.",FN-DEF,
van_de_Schoot_2017,A,1619,ASD and PTSD in rape victims,Predictive study of ASD on PTSD in rape victims; no trajectory clustering method applied.,FN-DEF,
van_de_Schoot_2017,A,2020,Symptoms and Subjective Quality of Life in Post-Traumatic Stress Disorder: A Longitudinal Study,"Focuses on PTSD symptom clusters and quality of life, no clustering method for trajectories mentioned.",FN-DEF,
van_de_Schoot_2017,A,2650,The association of trauma and PTSD with the substance use profiles of alcohol- and cocaine-dependent out-of-treatment women,"Cross-sectional substance use profiles in women, no longitudinal trajectory clustering of PTSD.",FN-DESIGN,
van_de_Schoot_2017,A,5656,Posttraumatic stress symptoms after exposure to two fire disasters: Comparative study,Comparative study of stress symptoms after fire disasters; no clustering trajectory method described.,FN-DEF,
van_de_Schoot_2017,A,5522,Trauma exposure and posttraumatic stress disorder in crack cocaine users,Cross-sectional assessment of trauma and PTSD prevalence; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,4378,Typology of post-traumatic stress disorder in children and adolescents,"Clinical typology of PTSD variants, not longitudinal trajectory clustering with LGMM/LCGA.",FN-DEF,
van_de_Schoot_2017,A,1490,"Pretrauma problems, prior stressor exposure, and gender as predictors of change in posttraumatic stress symptoms among physically injured children and adolescents",Predictors of PTSS change but no clustering method mentioned in abstract.,FN-DEF,
van_de_Schoot_2017,A,3407,A Brief Retrospective Method for Identifying Longitudinal Trajectories of Adjustment Following Acute Stress,Retrospective method identifying trajectories but not LGMM/LCGA/hierarchical cluster analysis.,FN-DESIGN,
van_de_Schoot_2017,A,1854,Anxiety and prepulse inhibition of acoustic startle in a normative sample: The importance of signal-to-noise ratio,"Prepulse inhibition startle study in normative sample; neurobiological, not PTSD trajectory clustering.",FN-POP,
van_de_Schoot_2017,A,1820,Internalizing and externalizing classes in posttraumatic stress disorder: a latent class analysis,"Latent class analysis of personality profiles in veterans, not longitudinal PTSD symptom trajectories.",FN-DEF,
van_de_Schoot_2017,A,1927,Heterogeneity in threat extinction learning: substantive and methodological considerations for identifying individual difference in response to stress,"Experimental threat extinction learning study, not longitudinal PTSD trajectory clustering.",FN-DEF,
van_de_Schoot_2017,A,4174,"Mental health and childhood adversities: A longitudinal study in Kabul, Afghanistan",Longitudinal mental health study in Kabul but not PTSD trajectory clustering with LGMM/LCGA.,FN-POP,
van_de_Schoot_2017,A,4997,Posttraumatic stress disorder symptoms and functional impairment among OEF and OIF National Guard and Reserve veterans,Cross-sectional association study of PTSD symptoms and functioning; no longitudinal trajectory clustering method.,FN-DESIGN,
van_de_Schoot_2017,A,3753,Trauma and resilience in young refugees: A 9-year follow-up study,9-year follow-up of refugees but no clustering method (LGMM/LCGA) applied to trajectories.,FN-DEF,
van_de_Schoot_2017,A,1761,Serving within the British army: Research into mental health benefits,Qualitative overview of Army mental health benefits; no longitudinal trajectory clustering.,FN-DESIGN,
van_de_Schoot_2017,A,1488,Coping strategies in daily life as protective and risk factors for post traumatic stress in motor vehicle accident survivors,Cross-sectional regression study of coping in MVA survivors; no clustering method or longitudinal trajectories.,FN-DESIGN,
van_de_Schoot_2017,A,1841,"Nosological profile and prevalence of common mental disorders of patients seen at the Family Health Program (FHP) units in Petropolis, Rio de Janeiro",Cross-sectional prevalence study of common mental disorders in family health units; unrelated to PTSD trajectories.,FN-DESIGN,
van_de_Schoot_2017,A,322,Subtypes of alcohol dependence in military veterans: A latent class analysis,"Latent class analysis of alcohol dependence subtypes, not PTSD trajectories after trauma.",FN-POP,
van_de_Schoot_2017,A,5633,Prolonged exposure vs eye movement desensitization and reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: A randomized clinical trial,RCT comparing PTSD treatments in psychosis; no trajectory clustering method applied.,FN-DEF,
